Div,Form,Spreadsheet,#,Slug,Done,Checked,Embed Standings,Display Standings,Promotion Scheme,To copy to website
A1,https://docs.google.com/forms/d/e/1FAIpQLSdhHi05ssZ8pkFeHv4m1sPPAxwNvGCi_UNTL65oCRwPXUY4GQ/viewform,https://docs.google.com/spreadsheets/d/1cYRoSiulzdaEDNOV2_BQB1dwDyCD_o4SIxLKd1wmYXI,6,s51/a1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSF_AQscnMWRfl1fkoSQfJwJiKzRxlTt4mAgo-5z1R5DkPAm5BsRil4L0EX-FWkVgna9MRHR-O6rmq-/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vSF_AQscnMWRfl1fkoSQfJwJiKzRxlTt4mAgo-5z1R5DkPAm5BsRil4L0EX-FWkVgna9MRHR-O6rmq-/pubhtml,FALSE,"<div id=""A1"" class=""current-standings filterDiv divA""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSF_AQscnMWRfl1fkoSQfJwJiKzRxlTt4mAgo-5z1R5DkPAm5BsRil4L0EX-FWkVgna9MRHR-O6rmq-/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B1,https://docs.google.com/forms/d/e/1FAIpQLSeNbJvFlx9iM45TWJVj-gL1pLwr0ar_LPbHsXm1UgC4JvzE2g/viewform,https://docs.google.com/spreadsheets/d/13gdU3MZflJ8S4aFAokTXSZMNPfrLmnSLsrW3C5iEC-I,7,s51/b1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTxydHrOGOqy9ATX2A0Q1g5ruZc0H4VG9CbIuIu0xtv4-wF15xQSP5dkwm1GAomcwVEQF8t20kV0mJ9/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTxydHrOGOqy9ATX2A0Q1g5ruZc0H4VG9CbIuIu0xtv4-wF15xQSP5dkwm1GAomcwVEQF8t20kV0mJ9/pubhtml,FALSE,"<div id=""B1"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTxydHrOGOqy9ATX2A0Q1g5ruZc0H4VG9CbIuIu0xtv4-wF15xQSP5dkwm1GAomcwVEQF8t20kV0mJ9/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B2,https://docs.google.com/forms/d/e/1FAIpQLSdacjZNlQRVRuXzl-R-v7zjqMMt-EEHfQn9J2SycaaqWg8XDg/viewform,https://docs.google.com/spreadsheets/d/11l4SbAY67mlmCd9jhHVA1xlr4V4GVpZvZW0IgXbj9lc,6,s51/b2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTCsXkGp6nGdnnp-ZVAaXaiyVwGNsn2vhQol6BL2vLljafMPqJHGGXx8MWbkHBe4PkhLbn_NKM7EwOQ/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTCsXkGp6nGdnnp-ZVAaXaiyVwGNsn2vhQol6BL2vLljafMPqJHGGXx8MWbkHBe4PkhLbn_NKM7EwOQ/pubhtml,FALSE,"<div id=""B2"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTCsXkGp6nGdnnp-ZVAaXaiyVwGNsn2vhQol6BL2vLljafMPqJHGGXx8MWbkHBe4PkhLbn_NKM7EwOQ/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C1,https://docs.google.com/forms/d/e/1FAIpQLScS2Q3vPsN54dATH-JeTr6obBhQdrtszBSpT-vfDU9ZSFRlgg/viewform,https://docs.google.com/spreadsheets/d/1ABbSN7Js3SvFllLpbgf6qTUc-YBAlqkzyQLgzfIgDZo,6,s51/c1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRQkYl15y4xI5KconO-ny2p3hGipUbKGhtxy8C-9uPeIb7qVQ33krWsnvFmW_SEzvf6pLV2flyORdtr/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vRQkYl15y4xI5KconO-ny2p3hGipUbKGhtxy8C-9uPeIb7qVQ33krWsnvFmW_SEzvf6pLV2flyORdtr/pubhtml,FALSE,"<div id=""C1"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRQkYl15y4xI5KconO-ny2p3hGipUbKGhtxy8C-9uPeIb7qVQ33krWsnvFmW_SEzvf6pLV2flyORdtr/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C2,https://docs.google.com/forms/d/e/1FAIpQLSfsCYkI23qtDZ9LGa3TT9kFeeqABjKDlTrB4i9wDphrUhh10g/viewform,https://docs.google.com/spreadsheets/d/1SJ2Xr9C5lFhG6ynj-_2Z3hQ6thMyqdYciBM30cMe3es,6,s51/c2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTxnu74z6yH8PaaHdHZTUL713feAziceqG89bXcKyB00VQZldIgJRdF2oefkwcK7KzIwSRUfv1YN6pz/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTxnu74z6yH8PaaHdHZTUL713feAziceqG89bXcKyB00VQZldIgJRdF2oefkwcK7KzIwSRUfv1YN6pz/pubhtml,FALSE,"<div id=""C2"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTxnu74z6yH8PaaHdHZTUL713feAziceqG89bXcKyB00VQZldIgJRdF2oefkwcK7KzIwSRUfv1YN6pz/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C3,https://docs.google.com/forms/d/e/1FAIpQLSf1b33afKv2kL3r_HxJ4FCZZoiodcTF-XfTo9sNWiJAsJIIFQ/viewform,https://docs.google.com/spreadsheets/d/198nhljHv5QZpo-gsvVqKVFA2Xg_j30XcyA8wXOcXOE0,6,s51/c3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS5XRmPlCof_V3gumeGXAjPG8jYWdp4SsCfh_g8iTzThJ6XGJBpctGaVhgl-hBDAvqtYGczI1wyN6tg/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vS5XRmPlCof_V3gumeGXAjPG8jYWdp4SsCfh_g8iTzThJ6XGJBpctGaVhgl-hBDAvqtYGczI1wyN6tg/pubhtml,FALSE,"<div id=""C3"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS5XRmPlCof_V3gumeGXAjPG8jYWdp4SsCfh_g8iTzThJ6XGJBpctGaVhgl-hBDAvqtYGczI1wyN6tg/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C4,https://docs.google.com/forms/d/e/1FAIpQLSc0YkkC48SLK1divMuQx6eYOqVPfEDUY9vDmFK0nP90rv1bJg/viewform,https://docs.google.com/spreadsheets/d/1ft_LLIjV2W9H-vwCXl9Tii1LP-jLoF4LPXKvEsmJ9YY,6,s51/c4,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRDvuCUsZL2FTtlY2O-qPaCSjpJ2PVNY3WeJzIOz9UmEbsEVt9STc2hc9ImrzjK1J7ko9R9axU91oE_/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vRDvuCUsZL2FTtlY2O-qPaCSjpJ2PVNY3WeJzIOz9UmEbsEVt9STc2hc9ImrzjK1J7ko9R9axU91oE_/pubhtml,FALSE,"<div id=""C4"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRDvuCUsZL2FTtlY2O-qPaCSjpJ2PVNY3WeJzIOz9UmEbsEVt9STc2hc9ImrzjK1J7ko9R9axU91oE_/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D1,https://docs.google.com/forms/d/e/1FAIpQLScHG5r34O1EjynVwdaIvwiT69bo2bSeUiGmrmjoyirkj7I0BA/viewform,https://docs.google.com/spreadsheets/d/1q34MyTxytWT80Zqh6-OaxDb0FR6UFYk0adN0RD0eI50,6,s51/d1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRwZzvy9g6BBjKk_hHI75SYT_AWnFLix2zWs-tdNf8IcG_8XHf5zYpbZ7pID7BP5aqGxHzq4zg9hhsP/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vRwZzvy9g6BBjKk_hHI75SYT_AWnFLix2zWs-tdNf8IcG_8XHf5zYpbZ7pID7BP5aqGxHzq4zg9hhsP/pubhtml,FALSE,"<div id=""D1"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRwZzvy9g6BBjKk_hHI75SYT_AWnFLix2zWs-tdNf8IcG_8XHf5zYpbZ7pID7BP5aqGxHzq4zg9hhsP/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D2,https://docs.google.com/forms/d/e/1FAIpQLSfemOkU_2sT8eMTr_6abB-OuXUVvQUPdNfAlwFGTB-SQ2TPeA/viewform,https://docs.google.com/spreadsheets/d/1f04cXMATQZKBjIJOKjMcdm5hy4MI4l8PnmKuQ3MtZPg,6,s51/d2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR-lvo3WLVq-2IWpx0nN5qPtXuutcIh77cMdadYZP9HIsg3KdTIeWHmatzL32W6kUH5RkWFEPQGrL0y/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vR-lvo3WLVq-2IWpx0nN5qPtXuutcIh77cMdadYZP9HIsg3KdTIeWHmatzL32W6kUH5RkWFEPQGrL0y/pubhtml,FALSE,"<div id=""D2"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR-lvo3WLVq-2IWpx0nN5qPtXuutcIh77cMdadYZP9HIsg3KdTIeWHmatzL32W6kUH5RkWFEPQGrL0y/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D3,https://docs.google.com/forms/d/e/1FAIpQLScV_k6HK4vug4dA3SqZ1d8ytCDSzlQOj1xtwhECqhlekxMgaA/viewform,https://docs.google.com/spreadsheets/d/1oudH9cbG69D5-VN5nHx9ROsRoJRoPi1v_iP618TF-YI,6,s51/d3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSTjLa7y5-uj0HopkcQV7O95gngFZLsQtJfs9JBn-TsYBO6O8HtifAmEcPMaQHYipQakCmLavvPcJHn/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vSTjLa7y5-uj0HopkcQV7O95gngFZLsQtJfs9JBn-TsYBO6O8HtifAmEcPMaQHYipQakCmLavvPcJHn/pubhtml,FALSE,"<div id=""D3"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSTjLa7y5-uj0HopkcQV7O95gngFZLsQtJfs9JBn-TsYBO6O8HtifAmEcPMaQHYipQakCmLavvPcJHn/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
