Div,Form,Spreadsheet,#,Slug,Done,Checked,Embed Standings,Display Standings,Promotion Scheme,To copy to website
A1,https://docs.google.com/forms/d/e/1FAIpQLSdbdGrd571S5MwGv8zPx13yialDmlMbGUvxcyPtbPmRXjBmZQ/viewform,https://docs.google.com/spreadsheets/d/1Ff4Dv1J57RTzFi9ehuAmTIBf8-knxQF-m0e2KJk5Tzs,7,s69/a1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTNHbe8XY7GLeQrR7UTQuzHZXYJ-NHXfz_9v0FODzyMSaoZO2arOn3UKCnCSh5RGq7D88HTTvXqwMPo/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTNHbe8XY7GLeQrR7UTQuzHZXYJ-NHXfz_9v0FODzyMSaoZO2arOn3UKCnCSh5RGq7D88HTTvXqwMPo/pubhtml,TRUE,"<div id=""A1"" class=""current-standings filterDiv divA""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTNHbe8XY7GLeQrR7UTQuzHZXYJ-NHXfz_9v0FODzyMSaoZO2arOn3UKCnCSh5RGq7D88HTTvXqwMPo/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B1,https://docs.google.com/forms/d/e/1FAIpQLSfzPiG5StkhKBKKNzSvBGKQ9tpUaEeNuo5Ci9SiOUvhgA8NHA/viewform,https://docs.google.com/spreadsheets/d/14DZ8QwvjSn3ApwENh9UFbrLfC8BsYRzzOjP4Rq0FuiE,6,s69/b1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT8BpDjeO1k-w8UtBJ6DdxrSpm17bdtyn327IFAQQ6OAhkGwNd-qZHbhdXv3NDQ2Glu6pUmgxqz4Qa3/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vT8BpDjeO1k-w8UtBJ6DdxrSpm17bdtyn327IFAQQ6OAhkGwNd-qZHbhdXv3NDQ2Glu6pUmgxqz4Qa3/pubhtml,TRUE,"<div id=""B1"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT8BpDjeO1k-w8UtBJ6DdxrSpm17bdtyn327IFAQQ6OAhkGwNd-qZHbhdXv3NDQ2Glu6pUmgxqz4Qa3/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B2,https://docs.google.com/forms/d/e/1FAIpQLScRJpOfuRpBTZYuwo2AOpWohN_UXW3Eqm_atJXofs2YG9Tf7g/viewform,https://docs.google.com/spreadsheets/d/1s7Fdti7y3myiuERIz_FtbA89u9rhFjQ1ONdPk8bvQ70,6,s69/b2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRORd719QrHhIBudFL88fnUgJ6w6lhwd8WlSvFQBDm1kj0V6ZJfG2Pjz9QXJj7ADTCbTj3hfx39I9U_/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vRORd719QrHhIBudFL88fnUgJ6w6lhwd8WlSvFQBDm1kj0V6ZJfG2Pjz9QXJj7ADTCbTj3hfx39I9U_/pubhtml,TRUE,"<div id=""B2"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRORd719QrHhIBudFL88fnUgJ6w6lhwd8WlSvFQBDm1kj0V6ZJfG2Pjz9QXJj7ADTCbTj3hfx39I9U_/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C1,https://docs.google.com/forms/d/e/1FAIpQLSctX_A9qJ9dng1DqB7un2PuX1waPgAUJwNnEfgs-fCS4tTL3Q/viewform,https://docs.google.com/spreadsheets/d/12mXvFr4da0nfNLiDKiVW2HKICCXj4PBOdEultNVzljc,6,s69/c1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQjYDfTL9G8gKuQA7xAmobLkLr-6tJH8pD8iLzcCDxmeXLMaAKcBIxcdVMswcsBjjMFLlWjUqFcz8Ij/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQjYDfTL9G8gKuQA7xAmobLkLr-6tJH8pD8iLzcCDxmeXLMaAKcBIxcdVMswcsBjjMFLlWjUqFcz8Ij/pubhtml,TRUE,"<div id=""C1"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQjYDfTL9G8gKuQA7xAmobLkLr-6tJH8pD8iLzcCDxmeXLMaAKcBIxcdVMswcsBjjMFLlWjUqFcz8Ij/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C2,https://docs.google.com/forms/d/e/1FAIpQLSel9kr0ic0clk9KClHYwHBW-nqe2pX4apeMO2__NC6HXwTxBQ/viewform,https://docs.google.com/spreadsheets/d/12FkKERcMJKYTa8SyMyI7HaUHEFmJYrW3ODKftVD0czM,6,s69/c2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQOnqm4pQeYagvGG6HQujV2jx5IgXXmU3MPayOWWpN15mJOsD_9F3vKEUwpOCTT7aCEaNPUVptmWqy8/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQOnqm4pQeYagvGG6HQujV2jx5IgXXmU3MPayOWWpN15mJOsD_9F3vKEUwpOCTT7aCEaNPUVptmWqy8/pubhtml,TRUE,"<div id=""C2"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQOnqm4pQeYagvGG6HQujV2jx5IgXXmU3MPayOWWpN15mJOsD_9F3vKEUwpOCTT7aCEaNPUVptmWqy8/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C3,https://docs.google.com/forms/d/e/1FAIpQLSePooCSNY4lzvW7CwquCjQdiGDgq7cWEeB0ieT598_D5XYdlQ/viewform,https://docs.google.com/spreadsheets/d/1VcpBTBj6bhlYOWRNP7M4BdVjjqNZCipDDP-vu4jQwtQ,6,s69/c3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQxjINdmnpHpDESqjHzIzt-dTlbu-Ucsw8--HdHIenT2lgbAHxPDJyI7i5xU9bu7yAvKxlT4Vk7dZhz/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQxjINdmnpHpDESqjHzIzt-dTlbu-Ucsw8--HdHIenT2lgbAHxPDJyI7i5xU9bu7yAvKxlT4Vk7dZhz/pubhtml,TRUE,"<div id=""C3"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQxjINdmnpHpDESqjHzIzt-dTlbu-Ucsw8--HdHIenT2lgbAHxPDJyI7i5xU9bu7yAvKxlT4Vk7dZhz/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C4,https://docs.google.com/forms/d/e/1FAIpQLSe1Rlq1zxBngClJiUehT6nPFk-Bjy5Kjrg3iXNN5fqtjn6IZQ/viewform,https://docs.google.com/spreadsheets/d/1KeUsvsvTZRQ1dV6LDuLM3-a9xlfXD904mw0pDVrBon0,6,s69/c4,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTO_WmL33vpSiLJnmZPZKUH0dJZ5ftu66zBLSnAPtPpSElm6nYHcBfdjubekIuPTFyeqBwUxMRPcgrx/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTO_WmL33vpSiLJnmZPZKUH0dJZ5ftu66zBLSnAPtPpSElm6nYHcBfdjubekIuPTFyeqBwUxMRPcgrx/pubhtml,TRUE,"<div id=""C4"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTO_WmL33vpSiLJnmZPZKUH0dJZ5ftu66zBLSnAPtPpSElm6nYHcBfdjubekIuPTFyeqBwUxMRPcgrx/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D1,https://docs.google.com/forms/d/e/1FAIpQLScYlX39xvVwi1nExnqeoNYrmC_SOwOhfnTIwzPDm5PEDE67Cg/viewform,https://docs.google.com/spreadsheets/d/15MGACOTOcvaQ2l6yKgcBC0qlWuz4DJ-ppPy7N3T3XlM,6,s69/d1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ6JaZL-zlGlloHlOowTuA3GsNXaoGXgUZxluWXJxqB-7N7dPV0EelOR86umq4oyePE6_4Rsafypq9_/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQ6JaZL-zlGlloHlOowTuA3GsNXaoGXgUZxluWXJxqB-7N7dPV0EelOR86umq4oyePE6_4Rsafypq9_/pubhtml,TRUE,"<div id=""D1"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ6JaZL-zlGlloHlOowTuA3GsNXaoGXgUZxluWXJxqB-7N7dPV0EelOR86umq4oyePE6_4Rsafypq9_/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D2,https://docs.google.com/forms/d/e/1FAIpQLSdYMEjiqp6xllCcQN32rsN9My7zxAipV9jA6q8rwrlV77J0GA/viewform,https://docs.google.com/spreadsheets/d/1d3H85bqUv8YGouA7m9G1MB2WV2qy1j8bcbnFdx1ULU0,6,s69/d2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRABi_1AMK4Mqw77W6GlNF5roQfhqSz650xAVyMZM8KspUNnkW_dPqpLufo1O0su_ZkO-orwJulZS3O/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vRABi_1AMK4Mqw77W6GlNF5roQfhqSz650xAVyMZM8KspUNnkW_dPqpLufo1O0su_ZkO-orwJulZS3O/pubhtml,TRUE,"<div id=""D2"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRABi_1AMK4Mqw77W6GlNF5roQfhqSz650xAVyMZM8KspUNnkW_dPqpLufo1O0su_ZkO-orwJulZS3O/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D3,https://docs.google.com/forms/d/e/1FAIpQLSfmOyR0b57R1iVoydUsT_odOOwaX7YulL4PbWMZRPfvValMXA/viewform,https://docs.google.com/spreadsheets/d/1sGvHUqahmga-J1KHlsYmkAYI4v1W387Gn6V03lNXNQo,6,s69/d3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQazvP7tI0OIw86SchDy4Iy-myVhyQ2OioWGE_mUYtfrjc7bgO7jPZOHLg_KjQsHFxviRDAs4qnWiHq/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQazvP7tI0OIw86SchDy4Iy-myVhyQ2OioWGE_mUYtfrjc7bgO7jPZOHLg_KjQsHFxviRDAs4qnWiHq/pubhtml,TRUE,"<div id=""D3"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQazvP7tI0OIw86SchDy4Iy-myVhyQ2OioWGE_mUYtfrjc7bgO7jPZOHLg_KjQsHFxviRDAs4qnWiHq/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
