Div,Form,Spreadsheet,#,Slug,Done,Checked,Embed Standings,Display Standings,Promotion Scheme,To copy to website
A1,https://docs.google.com/forms/d/e/1FAIpQLSdRCHSsPWvPr_C1oufwt6mC01usb3deBuf8L2khZfCObR9dbQ/viewform,https://docs.google.com/spreadsheets/d/18jEhV2p3PPYCR8uYdoxa437_4jBGZ_huA-QjfiKFS9M,6,s50/a1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSrLxuzTsC7fjlob2VODZ0f_m7Zz82uGMUUd675aKZQ1qp_UeKRAz55-LBR_Ofe3Y-SoWdxv7ccRwRC/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vSrLxuzTsC7fjlob2VODZ0f_m7Zz82uGMUUd675aKZQ1qp_UeKRAz55-LBR_Ofe3Y-SoWdxv7ccRwRC/pubhtml,TRUE,"<div id=""A1"" class=""current-standings filterDiv divA""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSrLxuzTsC7fjlob2VODZ0f_m7Zz82uGMUUd675aKZQ1qp_UeKRAz55-LBR_Ofe3Y-SoWdxv7ccRwRC/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B1,https://docs.google.com/forms/d/e/1FAIpQLSc5oYpdgk5mYzPL0E5XtRMrUQBOckuskxf1OW3GChFpykp33g/viewform,https://docs.google.com/spreadsheets/d/1Q08b62irRRBfJP4M51lBglHXYkJ2wlQiGjxz3_nMMik,7,s50/b1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTVICJUt0qq8Myx1618cTW2QxUGcaN6kwhi7iTNKxIBAd5q8Vt1KyHScnLated-MzdaC7OVibOi8CDb/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTVICJUt0qq8Myx1618cTW2QxUGcaN6kwhi7iTNKxIBAd5q8Vt1KyHScnLated-MzdaC7OVibOi8CDb/pubhtml,TRUE,"<div id=""B1"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTVICJUt0qq8Myx1618cTW2QxUGcaN6kwhi7iTNKxIBAd5q8Vt1KyHScnLated-MzdaC7OVibOi8CDb/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B2,https://docs.google.com/forms/d/e/1FAIpQLSdd7hTX6dxyeFd8O-BwA7CviUZhmuIE0flU7t_n0wQeaFHe_g/viewform,https://docs.google.com/spreadsheets/d/1O5ZWjwYCvC6wKWWB6-SBhsIxpxeb1ih_M8QZvm2FICU,7,s50/b2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQddBwwc7cuPufuIgLe0ZIN4OT9zWjUoXNC--7ZJiGGNhG37nl-pfufyp015v8mdPXlG8j1FS5K7xJl/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQddBwwc7cuPufuIgLe0ZIN4OT9zWjUoXNC--7ZJiGGNhG37nl-pfufyp015v8mdPXlG8j1FS5K7xJl/pubhtml,TRUE,"<div id=""B2"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQddBwwc7cuPufuIgLe0ZIN4OT9zWjUoXNC--7ZJiGGNhG37nl-pfufyp015v8mdPXlG8j1FS5K7xJl/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C1,https://docs.google.com/forms/d/e/1FAIpQLSenGnyOVTOgBPTy2Y7riyH_3iG1HkAFG_gw_1lTwJJYdZJsrw/viewform,https://docs.google.com/spreadsheets/d/1NOkHcS0wL13iv_x5LGYe-8PAF-41mIHwQckCg9oZFps,7,s50/c1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQmxowLLjICyrPb4fYAiB-nDcjQXPaPL9syuhK4c_dcehDuXxxcQNv7DXMqt-7dJaVNV35ej7GM2OsD/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQmxowLLjICyrPb4fYAiB-nDcjQXPaPL9syuhK4c_dcehDuXxxcQNv7DXMqt-7dJaVNV35ej7GM2OsD/pubhtml,TRUE,"<div id=""C1"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQmxowLLjICyrPb4fYAiB-nDcjQXPaPL9syuhK4c_dcehDuXxxcQNv7DXMqt-7dJaVNV35ej7GM2OsD/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C2,https://docs.google.com/forms/d/e/1FAIpQLSelr97jhTRNMSketg99Zf9chWvrfxZCpZRp24-hKTWclow_9g/viewform,https://docs.google.com/spreadsheets/d/1rgRN2NTo4wTVvZ2w7rs3H97htH7Uz3hbadQd735hqaI,7,s50/c2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQypbdnQK185vQQhyiSWP-zRKzcQv2NrwIiLLpNdeiogq0I4OlQSNKgOsdVavNP-m9c2VGq5Rpb8do3/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQypbdnQK185vQQhyiSWP-zRKzcQv2NrwIiLLpNdeiogq0I4OlQSNKgOsdVavNP-m9c2VGq5Rpb8do3/pubhtml,TRUE,"<div id=""C2"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQypbdnQK185vQQhyiSWP-zRKzcQv2NrwIiLLpNdeiogq0I4OlQSNKgOsdVavNP-m9c2VGq5Rpb8do3/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C3,https://docs.google.com/forms/d/e/1FAIpQLSdzSFONhN_GkH4qwoDCZTT5hPxIMOI_g39paRrDAynq9GQs3A/viewform,https://docs.google.com/spreadsheets/d/1bQGj_UpLhL9CqNvIeDZd2X7j7hxBiURYHWGksc3LuRA,6,s50/c3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR4lwte1YRcSQhZEQztuiFKxOA5yySkFDbxmYBhbKZK4cy7bGK9aKQMFJ7bYyY_yCb8Rg6ky8efhVYQ/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vR4lwte1YRcSQhZEQztuiFKxOA5yySkFDbxmYBhbKZK4cy7bGK9aKQMFJ7bYyY_yCb8Rg6ky8efhVYQ/pubhtml,TRUE,"<div id=""C3"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR4lwte1YRcSQhZEQztuiFKxOA5yySkFDbxmYBhbKZK4cy7bGK9aKQMFJ7bYyY_yCb8Rg6ky8efhVYQ/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C4,https://docs.google.com/forms/d/e/1FAIpQLSeAtGFYyPvY7we1kvqS7yUI8k7qYtTUpAx21W8waeXwoP_wjw/viewform,https://docs.google.com/spreadsheets/d/1tKCzRY8h_PQK4fZIdvu5N-Xvj3OQoUFU63N_XmrPcjY,6,s50/c4,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQY0SyhAnYbFepEYUUJYbjWze69DpIZfO1Lrequ1l7NGw_jy5zoYxLVZ7fXNPYuAy8frzfxglyKij-y/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQY0SyhAnYbFepEYUUJYbjWze69DpIZfO1Lrequ1l7NGw_jy5zoYxLVZ7fXNPYuAy8frzfxglyKij-y/pubhtml,TRUE,"<div id=""C4"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQY0SyhAnYbFepEYUUJYbjWze69DpIZfO1Lrequ1l7NGw_jy5zoYxLVZ7fXNPYuAy8frzfxglyKij-y/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D1,https://docs.google.com/forms/d/e/1FAIpQLSf5ebMKPDcyZpJr7Q5CNb14wTnbJHtq1qSg9-mDiiaY9rSjsw/viewform,https://docs.google.com/spreadsheets/d/18Hw-NWYWBDJaSmR3pKQ3qkekejUlMXWErFn8HYTS3n4,6,s50/d1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSwBHriYLei5QIAckV22-qtPYgcb1Dujsl2FxJ3bMHPMIoT_x21jLJIV8F_-ntqvReOsw4b36ALi5uc/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vSwBHriYLei5QIAckV22-qtPYgcb1Dujsl2FxJ3bMHPMIoT_x21jLJIV8F_-ntqvReOsw4b36ALi5uc/pubhtml,TRUE,"<div id=""D1"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSwBHriYLei5QIAckV22-qtPYgcb1Dujsl2FxJ3bMHPMIoT_x21jLJIV8F_-ntqvReOsw4b36ALi5uc/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D2,https://docs.google.com/forms/d/e/1FAIpQLScBOeVdS4zj9jKp-1x0YBjz4_3VhT9hPFCUwQjafacd_5H1rA/viewform,https://docs.google.com/spreadsheets/d/1enNlHEJkZIAbdHOluxoHZ4zVdZTZxqxLHj1phJzJewg,6,s50/d2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR5VXmkvqzRZ795u04yCRR0NgjJ7buH2poJSL4dOYXRtkf79sg5cHkTZHnVPWSPTc4ftJbkXs2dMy9_/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vR5VXmkvqzRZ795u04yCRR0NgjJ7buH2poJSL4dOYXRtkf79sg5cHkTZHnVPWSPTc4ftJbkXs2dMy9_/pubhtml,TRUE,"<div id=""D2"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR5VXmkvqzRZ795u04yCRR0NgjJ7buH2poJSL4dOYXRtkf79sg5cHkTZHnVPWSPTc4ftJbkXs2dMy9_/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D3,https://docs.google.com/forms/d/e/1FAIpQLSeI-4iAnOG3M3sGsNtk7TH7ueHe55JSE_yTgm1opMMqUGZbmA/viewform,https://docs.google.com/spreadsheets/d/1w1EfKUAs8GwmkAZUHlXoP82joIHtAtqZIxR6Rl9dc0o,6,s50/d3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQooe3HndFxvxCqC1F6HdL6jmxN-gEPmlGQOg4oY3Jtt91-2lYYwwaMDZribJinVvkUagTwH3T46WMV/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQooe3HndFxvxCqC1F6HdL6jmxN-gEPmlGQOg4oY3Jtt91-2lYYwwaMDZribJinVvkUagTwH3T46WMV/pubhtml,TRUE,"<div id=""D3"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQooe3HndFxvxCqC1F6HdL6jmxN-gEPmlGQOg4oY3Jtt91-2lYYwwaMDZribJinVvkUagTwH3T46WMV/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
