Div,Form,Spreadsheet,#,Slug,Done,Checked,Embed Standings,Display Standings,Promotion Scheme,To copy to website
A1,https://docs.google.com/forms/d/e/1FAIpQLSeyWrBir4V5V89_ayFvtlX4xSiO_SjSrQojjnGLaiyuoZTubg/viewform,https://docs.google.com/spreadsheets/d/1B56Gv1kwF84h5epoka_FYbojH2OlAGZyFXSPfe1MjNI,6,s71/a1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSYkX2HxmXfNYKAEAjzbS8sNUKtMXX9eol7gaoQLsAGeElRuixb1SmbE901YMPxqWngNH2xDcKpJBDf/pubhtml?gid=70199426&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vSYkX2HxmXfNYKAEAjzbS8sNUKtMXX9eol7gaoQLsAGeElRuixb1SmbE901YMPxqWngNH2xDcKpJBDf/pubhtml,TRUE,"<div id=""A1"" class=""current-standings filterDiv divA""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSYkX2HxmXfNYKAEAjzbS8sNUKtMXX9eol7gaoQLsAGeElRuixb1SmbE901YMPxqWngNH2xDcKpJBDf/pubhtml?gid=70199426&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B1,https://docs.google.com/forms/d/e/1FAIpQLSf5gwE8ABwNFaIvXZ1Qso62GwrgZ6EpE_6Q8iF7FVQUDYdiQw/viewform,https://docs.google.com/spreadsheets/d/1EJpdGVfznqRrhZfxDf9uqC40N0SSW8GYJq5qKgj4oxM,6,s71/b1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT2HE9P2qwZya-fHO2lUEzFT_fZFUivZ60XnwvgEIFsqT5Ilmd_5FL0oXJ-xnV1FXjbxdP2YumeVG0v/pubhtml?gid=1848841315&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vT2HE9P2qwZya-fHO2lUEzFT_fZFUivZ60XnwvgEIFsqT5Ilmd_5FL0oXJ-xnV1FXjbxdP2YumeVG0v/pubhtml,TRUE,"<div id=""B1"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT2HE9P2qwZya-fHO2lUEzFT_fZFUivZ60XnwvgEIFsqT5Ilmd_5FL0oXJ-xnV1FXjbxdP2YumeVG0v/pubhtml?gid=1848841315&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B2,https://docs.google.com/forms/d/e/1FAIpQLSfmbHYu3txA9NlEeegJAa6S0qRwlzJHLuYxJUADl8f3eICTdw/viewform,https://docs.google.com/spreadsheets/d/1aNiIU5eGKE2n6w26THJgKhNsfbttQYqktdqcQ3WLxos,6,s71/b2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR_oeoxe5XGfiqExF3-srVsrZpFZDUS7Wi7GwU184vD3VpDPwJNWi8tN3_fv0wI6AqmZKo-OKB2zoug/pubhtml?gid=1556210653&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vR_oeoxe5XGfiqExF3-srVsrZpFZDUS7Wi7GwU184vD3VpDPwJNWi8tN3_fv0wI6AqmZKo-OKB2zoug/pubhtml,TRUE,"<div id=""B2"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR_oeoxe5XGfiqExF3-srVsrZpFZDUS7Wi7GwU184vD3VpDPwJNWi8tN3_fv0wI6AqmZKo-OKB2zoug/pubhtml?gid=1556210653&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C1,https://docs.google.com/forms/d/e/1FAIpQLSdcf8fKFbN_TzBhm4ypM9cn5FTnI71DoQW1lcTHIYFKzJ67eA/viewform,https://docs.google.com/spreadsheets/d/1HHLA4J_eZs9LkyavzDCC2RahZNQ-4WOOcPHLeQYIjYs,6,s71/c1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSVXDmRnoIbEc2D5MICvaR6w5WrskukaCwQOlKhmwGckavyzIgT7TP7UOl5K1vggD6rMatcIgTT8xaT/pubhtml?gid=358970865&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vSVXDmRnoIbEc2D5MICvaR6w5WrskukaCwQOlKhmwGckavyzIgT7TP7UOl5K1vggD6rMatcIgTT8xaT/pubhtml,TRUE,"<div id=""C1"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSVXDmRnoIbEc2D5MICvaR6w5WrskukaCwQOlKhmwGckavyzIgT7TP7UOl5K1vggD6rMatcIgTT8xaT/pubhtml?gid=358970865&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C2,https://docs.google.com/forms/d/e/1FAIpQLSczdgFlTWxaQuBpXC8Is3I64kPAZTk8-18NJr8bRKVW3YubhA/viewform,https://docs.google.com/spreadsheets/d/1TMtgsQbzzLPbRwC_VWNIkBRVSGTZxrArZm9iC82NdCc,6,s71/c2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQrtI5c1KJ0HU_dxFqPJoVRaAzWLSW6jud3WikZv4vArLMi4TuYWVl4ZF2bUEMKb7J7JRHW-Vj5BJUb/pubhtml?gid=118456587&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQrtI5c1KJ0HU_dxFqPJoVRaAzWLSW6jud3WikZv4vArLMi4TuYWVl4ZF2bUEMKb7J7JRHW-Vj5BJUb/pubhtml,TRUE,"<div id=""C2"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQrtI5c1KJ0HU_dxFqPJoVRaAzWLSW6jud3WikZv4vArLMi4TuYWVl4ZF2bUEMKb7J7JRHW-Vj5BJUb/pubhtml?gid=118456587&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C3,https://docs.google.com/forms/d/e/1FAIpQLScCSIj5T7tD7-jqE4sx3jngRtkfUfOVWDi9yl6n8eX9yzJ2vg/viewform,https://docs.google.com/spreadsheets/d/1ernPHyb7uqwc4fu3tYIzYH3gkbZ7r-Pfh4F4-CcdxjY,6,s71/c3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQphQ05GB2fb4EMMLeDE8F-7LYo_W02q3e3QVt9NjPt7a4GZOAwBwvIKUjXid0VWR3OTsMahJ8Zy6o9/pubhtml?gid=1308964231&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQphQ05GB2fb4EMMLeDE8F-7LYo_W02q3e3QVt9NjPt7a4GZOAwBwvIKUjXid0VWR3OTsMahJ8Zy6o9/pubhtml,TRUE,"<div id=""C3"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQphQ05GB2fb4EMMLeDE8F-7LYo_W02q3e3QVt9NjPt7a4GZOAwBwvIKUjXid0VWR3OTsMahJ8Zy6o9/pubhtml?gid=1308964231&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C4,https://docs.google.com/forms/d/e/1FAIpQLSeqnLb1lGLaPbpaYgzMEtKLaxt_NB50y91z5JdROSApOkt_Kw/viewform,https://docs.google.com/spreadsheets/d/10QeofBTRkiBDV4bYbWj7YEqQ65xIyPWv4omw_Ef78gI,6,s71/c4,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQC05OdHcqsROVy8OV4JuwBKPAuUI4nkcvZv1pr88P4DMEIzZoA2f4zvr3Ptc9ggTKzFStkJ23PYIbS/pubhtml?gid=2072529895&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQC05OdHcqsROVy8OV4JuwBKPAuUI4nkcvZv1pr88P4DMEIzZoA2f4zvr3Ptc9ggTKzFStkJ23PYIbS/pubhtml,TRUE,"<div id=""C4"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQC05OdHcqsROVy8OV4JuwBKPAuUI4nkcvZv1pr88P4DMEIzZoA2f4zvr3Ptc9ggTKzFStkJ23PYIbS/pubhtml?gid=2072529895&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D1,https://docs.google.com/forms/d/e/1FAIpQLSftAyc7WPs8TJ2xQG5KpTtWx9PlgbdlJkLl1tsiUVAgOCBLNA/viewform,https://docs.google.com/spreadsheets/d/1BsUPQHKfDvhlX6UX8PsOOPo0gIqlp4DE4bGyQvT7ink,6,s71/d1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTNalI4JhUTmALafAV2_TWlxSThIvXgFNcyLLSCeNS72SboVw4leeJkrK74ZdTwjhvDAk_Am0rpYyh2/pubhtml?gid=1455329295&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTNalI4JhUTmALafAV2_TWlxSThIvXgFNcyLLSCeNS72SboVw4leeJkrK74ZdTwjhvDAk_Am0rpYyh2/pubhtml,TRUE,"<div id=""D1"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTNalI4JhUTmALafAV2_TWlxSThIvXgFNcyLLSCeNS72SboVw4leeJkrK74ZdTwjhvDAk_Am0rpYyh2/pubhtml?gid=1455329295&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D2,https://docs.google.com/forms/d/e/1FAIpQLSf719ZRTh3ldT1MrnO9S_5lLu7mtv-QyN2wEwG7XbwJ1t4mtA/viewform,https://docs.google.com/spreadsheets/d/16gddijFcLWZY0Y_wkjq-JZGpVoY4_juXVpfUH5aQLhE,6,s71/d2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSifcDhfCg6h2zaFH5ZYIPT4RG8PT_faB1be74aA94Voxim5OIBjUn4tTHZ3NzPBUVbE7vdsqI07_2U/pubhtml?gid=115758736&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vSifcDhfCg6h2zaFH5ZYIPT4RG8PT_faB1be74aA94Voxim5OIBjUn4tTHZ3NzPBUVbE7vdsqI07_2U/pubhtml,TRUE,"<div id=""D2"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSifcDhfCg6h2zaFH5ZYIPT4RG8PT_faB1be74aA94Voxim5OIBjUn4tTHZ3NzPBUVbE7vdsqI07_2U/pubhtml?gid=115758736&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D3,https://docs.google.com/forms/d/e/1FAIpQLSc6JVjxkWzTuBkAesmh1eMI8H3Nj7EmGDRajO1OipwBCakR4g/viewform,https://docs.google.com/spreadsheets/d/1yx_4te_Pjs-Zzi9gqunAx-1mny5veZlrRUuVm3Xc3Tg,6,s71/d3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTpaWI5aTZuPRg7aSZNNfFTZx7FMtLeX9Au1pTw-J4UC2xuwOueahZeTz7xJLnLcKcjcm-41brPZSvc/pubhtml?gid=1851980374&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTpaWI5aTZuPRg7aSZNNfFTZx7FMtLeX9Au1pTw-J4UC2xuwOueahZeTz7xJLnLcKcjcm-41brPZSvc/pubhtml,TRUE,"<div id=""D3"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTpaWI5aTZuPRg7aSZNNfFTZx7FMtLeX9Au1pTw-J4UC2xuwOueahZeTz7xJLnLcKcjcm-41brPZSvc/pubhtml?gid=1851980374&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
