Div,Form,Spreadsheet,#,Slug,Done,Checked,Embed Standings,Display Standings,Promotion Scheme,To copy to website
A1,https://docs.google.com/forms/d/e/1FAIpQLSevnLzA-EkqeLaBKotCzbWXc_Dm9YmVqMXbWqIfI81il3c--Q/viewform,https://docs.google.com/spreadsheets/d/1otHx9NHGHP-A8qkI01PMuCgZPRtS4LPR6hlu4By_jT4,7,s70/a1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vToJfgBPnEWMkUuZDWCPBJybL6Yzf37WGPYzwMpIhh95gQCuAHMZqgoippTFFI73C9T7J3IvlufCCPq/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vToJfgBPnEWMkUuZDWCPBJybL6Yzf37WGPYzwMpIhh95gQCuAHMZqgoippTFFI73C9T7J3IvlufCCPq/pubhtml,TRUE,"<div id=""A1"" class=""current-standings filterDiv divA""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vToJfgBPnEWMkUuZDWCPBJybL6Yzf37WGPYzwMpIhh95gQCuAHMZqgoippTFFI73C9T7J3IvlufCCPq/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B1,https://docs.google.com/forms/d/e/1FAIpQLSfkhNIwSWg9eVsqvvBy3w5tnDI7qXSRE-qH4yImB9G5dExSFg/viewform,https://docs.google.com/spreadsheets/d/1HUpMsY4Q0ToLWVitCJkJNxO3MrioaSyBuOlaOajGtW0,6,s70/b1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQf0N5iSVgUI7UdjxepJR11BwnFh-BWXh0E0JvqfbiUyRMTZHswBqrRzFWutTsbbymRj6PIpMaRtQhE/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQf0N5iSVgUI7UdjxepJR11BwnFh-BWXh0E0JvqfbiUyRMTZHswBqrRzFWutTsbbymRj6PIpMaRtQhE/pubhtml,TRUE,"<div id=""B1"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQf0N5iSVgUI7UdjxepJR11BwnFh-BWXh0E0JvqfbiUyRMTZHswBqrRzFWutTsbbymRj6PIpMaRtQhE/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
B2,https://docs.google.com/forms/d/e/1FAIpQLSdVAzNYAXqXPnIBCpi7QjqL4BCNRjIpLlg0UYL7d_S7NLQ5Cw/viewform,https://docs.google.com/spreadsheets/d/1pbB5bU-Zg4-BGmKXJvvhNWltHplDNExXGTLZHls2tzY,6,s70/b2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQfWKkgQLsLmCyilnfrwfXAH97YznNOIO8CBKmTG-f0cet2XZTIDy3dPyUObHSqDAu8PrPs8v0fOPiJ/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQfWKkgQLsLmCyilnfrwfXAH97YznNOIO8CBKmTG-f0cet2XZTIDy3dPyUObHSqDAu8PrPs8v0fOPiJ/pubhtml,TRUE,"<div id=""B2"" class=""current-standings filterDiv divB""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQfWKkgQLsLmCyilnfrwfXAH97YznNOIO8CBKmTG-f0cet2XZTIDy3dPyUObHSqDAu8PrPs8v0fOPiJ/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C1,https://docs.google.com/forms/d/e/1FAIpQLSeOpVfUTopcP-FPUhWfahl6V3pf60WB9eEVU_JLaHrGX5SkUw/viewform,https://docs.google.com/spreadsheets/d/1p0Xtqj_d69uN8xg7BEwWa7eyuy0i0o7KkVdDv2bVnTU,6,s70/c1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTfM63g1QiMpAZeiasEeWRdZNw5eLfF03QG2zgZ5wPNd51lEAuugCEPtrfIch5b8YHJZdThvLyyG_FZ/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTfM63g1QiMpAZeiasEeWRdZNw5eLfF03QG2zgZ5wPNd51lEAuugCEPtrfIch5b8YHJZdThvLyyG_FZ/pubhtml,TRUE,"<div id=""C1"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTfM63g1QiMpAZeiasEeWRdZNw5eLfF03QG2zgZ5wPNd51lEAuugCEPtrfIch5b8YHJZdThvLyyG_FZ/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C2,https://docs.google.com/forms/d/e/1FAIpQLScIUMNpweHKygetfuaT1tEiCsaicR3kwL4a-Txlu76jkFREpg/viewform,https://docs.google.com/spreadsheets/d/1l9ZwdbfNQaWHOsUi6K3URm5LFNRNs-7Hy6ZDoYwptnA,6,s70/c2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS_EqqrUNf4uO4F-emtaj1Tu1dnO78xmYUIoECvATkxiN5CCqPafvqXZ1KtICWnIt2FPmJKvxtolZ4N/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vS_EqqrUNf4uO4F-emtaj1Tu1dnO78xmYUIoECvATkxiN5CCqPafvqXZ1KtICWnIt2FPmJKvxtolZ4N/pubhtml,TRUE,"<div id=""C2"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS_EqqrUNf4uO4F-emtaj1Tu1dnO78xmYUIoECvATkxiN5CCqPafvqXZ1KtICWnIt2FPmJKvxtolZ4N/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C3,https://docs.google.com/forms/d/e/1FAIpQLSfULx_L1FaavXPgKnS07CYCUJq_2nqQrYAlrnRY2j72s4ZYMg/viewform,https://docs.google.com/spreadsheets/d/1ltXNR1Bl8CQZu4cbqXLRgcwA_WmQk_clD94zIsJ7qlM,6,s70/c3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSLjCeCf8c0FWt9K9C0179swCaAY8lM1jLeipkWUEI8lSh2Va_Frhz5mjByrgCXMjmoO8v4S7cn2yjV/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vSLjCeCf8c0FWt9K9C0179swCaAY8lM1jLeipkWUEI8lSh2Va_Frhz5mjByrgCXMjmoO8v4S7cn2yjV/pubhtml,TRUE,"<div id=""C3"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSLjCeCf8c0FWt9K9C0179swCaAY8lM1jLeipkWUEI8lSh2Va_Frhz5mjByrgCXMjmoO8v4S7cn2yjV/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
C4,https://docs.google.com/forms/d/e/1FAIpQLSepA7kdFizzcShIg1fa1ubw58XsVXFMCEgHuzZ4ayrBXtLAUw/viewform,https://docs.google.com/spreadsheets/d/1IH-qlStVBuTlaK0Sa4sPoLiavL3OXnzxqEdUQS7w7bk,6,s70/c4,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTtjgOnpsu2N65Hu8ZdxjF91sPmHEC3WJb562lVjwFVlWreHAr_Yjnl16H_jUxF4vNp5cA4H_TNgry9/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTtjgOnpsu2N65Hu8ZdxjF91sPmHEC3WJb562lVjwFVlWreHAr_Yjnl16H_jUxF4vNp5cA4H_TNgry9/pubhtml,TRUE,"<div id=""C4"" class=""current-standings filterDiv divC""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTtjgOnpsu2N65Hu8ZdxjF91sPmHEC3WJb562lVjwFVlWreHAr_Yjnl16H_jUxF4vNp5cA4H_TNgry9/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D1,https://docs.google.com/forms/d/e/1FAIpQLSedI5ADlQiU9f8oqvRGtp7LvEF6aN52IeAT_qVCuLk-Vdv2ew/viewform,https://docs.google.com/spreadsheets/d/1VDf4VCDS6UyZqJlhy9foXHH8tLtCMyB3UedIULRWeFM,6,s70/d1,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQCIDyjZ4iBTXnmGTi_zRwKCWQ1JTZFKf4lalKhGNCY3zricgyq3es0KW309fyIAgWDOG8MIIWJUvei/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vQCIDyjZ4iBTXnmGTi_zRwKCWQ1JTZFKf4lalKhGNCY3zricgyq3es0KW309fyIAgWDOG8MIIWJUvei/pubhtml,TRUE,"<div id=""D1"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQCIDyjZ4iBTXnmGTi_zRwKCWQ1JTZFKf4lalKhGNCY3zricgyq3es0KW309fyIAgWDOG8MIIWJUvei/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D2,https://docs.google.com/forms/d/e/1FAIpQLSfW5brHrj_P-btxIY8x9iEb7z671tPrwWVDdoE4pBWuDb4gJw/viewform,https://docs.google.com/spreadsheets/d/1dLNEMvWtaxTzZfuMQ5zDdLAI709hHMGX4Sy6NJPKrwg,6,s70/d2,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTTiAYhw8KaZsPwUl1Kmc7bsHY5BPcZ_m2nr5zYA4bO4YsSuyHBywtjl9-b-QfzRekSQZz4Q8n4rMi7/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe>",https://docs.google.com/spreadsheets/d/e/2PACX-1vTTiAYhw8KaZsPwUl1Kmc7bsHY5BPcZ_m2nr5zYA4bO4YsSuyHBywtjl9-b-QfzRekSQZz4Q8n4rMi7/pubhtml,TRUE,"<div id=""D2"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTTiAYhw8KaZsPwUl1Kmc7bsHY5BPcZ_m2nr5zYA4bO4YsSuyHBywtjl9-b-QfzRekSQZz4Q8n4rMi7/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></iframe></div>"
D3,https://docs.google.com/forms/d/e/1FAIpQLSfDz-H4qQZKq_TGA_2Bs7dpdkEqW29RsxAxdFncZDlTIJa90A/viewform,https://docs.google.com/spreadsheets/d/1aL0TjY-T7_2boTjW6S_XgxtiPxZUSZmG3RjPIx04mvc,6,s70/d3,TRUE,TRUE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR_lBOyqyOGHJcBGObrawbw5dLhHrNZoEf71nbAHNpUoGoeJBEYsb9eaHbW-oLxMyYlZ-DWOfkACRR9/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></ifra",https://docs.google.com/spreadsheets/d/e/2PACX-1vR_lBOyqyOGHJcBGObrawbw5dLhHrNZoEf71nbAHNpUoGoeJBEYsb9eaHbW-oLxMyYlZ-DWOfkACRR9/pubhtml,TRUE,"<div id=""D3"" class=""current-standings filterDiv divD""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR_lBOyqyOGHJcBGObrawbw5dLhHrNZoEf71nbAHNpUoGoeJBEYsb9eaHbW-oLxMyYlZ-DWOfkACRR9/pubhtml?gid=1451526726&amp;single=true&amp;widget=true&amp;headers=false""></ifra</div>"
