Player,S#,Division,Tier,Position,Win %
codybartholomew,42,P3,P,2,0.59
Maggiore,42,P3,P,3,0.45
Avalynn67,42,P3,P,4,0.44
downthehatch,42,P3,P,5,0.27
plawler92,42,P3,P,6,0.58
Mic Qsenoch,41,A1,A,1,0.68
E.Honda,41,A1,A,2,0.62
Sicomatic,41,A1,A,3,0.6
xyrix,41,A1,A,4,0.47
nasmith99,41,A1,A,5,0.45
nerdbound,41,A1,A,6,0.18
tracer,41,B1,B,1,0.63
drsteelhammer,41,B1,B,2,0.6
heron,41,B1,B,3,0.52
Burning Skull,41,B1,B,4,0.47
JNails,41,B1,B,5,0.45
Jean-Michel,41,B1,B,6,0.33
crabcat2,41,B2,B,1,0.73
swordfishtrombone,41,B2,B,2,0.57
markus,41,B2,B,3,0.5
wharf_rat,41,B2,B,4,0.43
catoftheyear,41,B2,B,5,0.4
SamE,41,B2,B,6,0.37
kaplane,41,C1,C,1,0.6
Fircoal,41,C1,C,2,0.6
Cave-o-sapien,41,C1,C,3,0.5
mikechike,41,C1,C,4,0.5
Earl,41,C1,C,5,0.47
lrlusher,41,C1,C,6,0.33
singletee,41,C2,C,1,0.7
hsypsx,41,C2,C,2,0.68
amoffett11,41,C2,C,3,0.48
tufftaeh,41,C2,C,4,0.47
Sharur,41,C2,C,5,0.42
nessuno,41,C2,C,6,0.25
bobbydj18,41,C3,C,1,0.58
Verjok,41,C3,C,2,0.54
skumpy,41,C3,C,3,0.5
707090,41,C3,C,4,0.46
rsilverstein12,41,C3,C,5,0.42
Apostolosoruler,41,C4,C,1,0.58
schadd,41,C4,C,2,0.55
topher1588,41,C4,C,3,0.53
Bryan,41,C4,C,4,0.5
Puzzle Box,41,C4,C,5,0.47
Anders,41,C4,C,6,0.37
SearingSpear92,41,D1,D,1,0.57
pppppppppp,41,D1,D,2,0.53
Chris is me,41,D1,D,3,0.5
ced,41,D1,D,4,0.5
catstealer419,41,D1,D,5,0.47
heth,41,D1,D,6,0.43
squirezucco,41,D2,D,1,0.63
jonts,41,D2,D,2,0.63
Card Master,41,D2,D,3,0.5
nottoobad,41,D2,D,4,0.47
Ravenshard,41,D2,D,5,0.38
sweetjohn33,41,D2,D,6,0.38
aku chi,41,D3,D,1,0.85
Personman,41,D3,D,2,0.6
sab4005,41,D3,D,3,0.48
DaveDave,41,D3,D,4,0.47
Micha1980,41,D3,D,5,0.3
Spiraler,41,D3,D,6,0.3
SimonWyeJR,41,D4,D,1,0.77
Gazbag,41,D4,D,2,0.63
Lemonspawn,41,D4,D,3,0.63
gamesou,41,D4,D,4,0.43
TonyWild,41,D4,D,5,0.3
DividedSpy,41,D4,D,6,0.23
eh1414,41,E1,E,1,0.63
Emeric,41,E1,E,2,0.56
Sharapopovamaria,41,E1,E,3,0.52
koemanmike,41,E1,E,4,0.48
Gasku,41,E1,E,5,0.31
Appie459,41,E2,E,1,0.67
Jerrydot,41,E2,E,2,0.58
namek,41,E2,E,3,0.5
graceg,41,E2,E,4,0.42
Beachcomber,41,E2,E,5,0.33
Pico Paco,41,E3,E,1,0.6
skizelo,41,E3,E,2,0.6
JPreto,41,E3,E,3,0.53
VoiceoftheWind,41,E3,E,4,0.53
ScoopyPls,41,E3,E,5,0.4
Magyi,41,E3,E,6,0.33
trippy,41,E4,E,1,0.6
terracubist,41,E4,E,2,0.57
MVP,41,E4,E,3,0.53
S_Smart,41,E4,E,4,0.38
Adthor,41,E4,E,5,0.35
FarmerBen,41,E4,E,6,0.57
mazegeek999,41,E5,E,1,0.67
Paul Christiano,41,E5,E,2,0.67
IbnSina,41,E5,E,3,0.47
anovis,41,E5,E,4,0.43
missouriben,41,E5,E,5,0.43
DDL,41,E5,E,6,0.33
seanahan,41,E6,E,1,0.65
MicahTheDebater,41,E6,E,2,0.6
crlundy,41,E6,E,3,0.55
khz,41,E6,E,4,0.42
Lard Rattington,41,E6,E,5,0.42
counto,41,E6,E,6,0.37
dghunter79,41,E7,E,1,0.69
alibby1152,41,E7,E,2,0.5
pproteus,41,E7,E,3,0.46
jmjjmj,41,E7,E,4,0.44
billdacat,41,E7,E,5,0.42
schaefersbetty,41,E8,E,1,0.72
eskoglund,41,E8,E,2,0.5
blablablabla,41,E8,E,3,0.5
thepilferer,41,E8,E,4,0.47
NBSchlueter,41,E8,E,5,0.43
real77,41,E8,E,6,0.38
assemble me,41,F1,F,1,0.73
mistgun,41,F1,F,2,0.6
Mort,41,F1,F,3,0.58
robertox,41,F1,F,4,0.5
bonxie,41,F1,F,5,0.08
Neqativ,41,F2,F,1,0.63
Thabo,41,F2,F,2,0.63
BeXXsoR,41,F2,F,3,0.53
Iras42,41,F2,F,4,0.52
CharlesVane,41,F2,F,5,0.4
SerPounce,41,F2,F,6,0.28
The_Yeti,41,F3,F,1,0.67
ravivas,41,F3,F,2,0.62
Shiz,41,F3,F,3,0.53
Rotkaeppchen,41,F3,F,4,0.5
Plazek,41,F3,F,5,0.37
louda,41,F3,F,6,0.32
kubar,41,F4,F,1,0.63
maxw1717,41,F4,F,2,0.57
Schlafi,41,F4,F,3,0.57
scottc,41,F4,F,4,0.5
BobMathrotus,41,F4,F,5,0.4
sparrowhawk73,41,F4,F,6,0.33
chesstick,41,F5,F,1,0.77
hierarch,41,F5,F,2,0.7
derpa,41,F5,F,3,0.57
chocojoe,41,F5,F,4,0.47
Malta,41,F5,F,5,0.37
Alice_in_Dystopia,41,F5,F,6,0.13
theschnitz,41,F6,F,1,0.62
bumbugler,41,F6,F,2,0.53
Hammer12,41,F6,F,3,0.52
TheBergster,41,F6,F,4,0.5
Skr1mp,41,F6,F,5,0.43
matt979,41,F6,F,6,0.4
Gordoo,41,F7,F,1,0.71
yourfrienderik,41,F7,F,2,0.5
thetruequ,41,F7,F,3,0.46
luckat,41,F7,F,4,0.42
habeasporpoise,41,F7,F,5,0.42
wmorgan,41,F8,F,1,0.75
fireonice,41,F8,F,2,0.6
snappyboi,41,F8,F,3,0.52
redvelvet,41,F8,F,4,0.42
BobKrier,41,F8,F,5,0.38
DK88,41,F8,F,6,0.33
UltimateGeek,41,F9,F,1,0.62
Fullwagon,41,F9,F,2,0.6
Chopalot3,41,F9,F,3,0.57
alexconga,41,F9,F,4,0.47
PandaBearGuy,41,F9,F,5,0.45
Takaron,41,F9,F,6,0.3
MtMagus,41,F10,F,1,0.67
yahas,41,F10,F,2,0.62
alion8me,41,F10,F,3,0.57
karenttrouble,41,F10,F,4,0.52
jerrod,41,F10,F,5,0.4
expando,41,F10,F,6,0.23
Natec654,41,F11,F,1,0.67
kheldar,41,F11,F,2,0.57
GaryOfPgh2,41,F11,F,3,0.55
unagi.don,41,F11,F,4,0.47
grimace,41,F11,F,5,0.4
nepstein,41,F11,F,6,0.35
BradyBot,41,F12,F,1,0.75
SSounder,41,F12,F,2,0.6
amankdr,41,F12,F,3,0.5
Redly,41,F12,F,4,0.43
tnarg44,41,F12,F,5,0.38
Caetra,41,F12,F,6,0.33
Smelly4_4,41,F13,F,1,0.58
Lapik32,41,F13,F,2,0.58
oshiimine,41,F13,F,3,0.57
icul,41,F13,F,4,0.49
Grafpaper,41,F13,F,5,0.47
Not_Pacman,41,F13,F,6,0.31
bazkitcase5,41,F14,F,1,0.63
bbetil,41,F14,F,2,0.57
maltman,41,F14,F,3,0.57
Memories,41,F14,F,4,0.5
zsaffir,41,F14,F,5,0.4
the jesters girl,41,F14,F,6,0.33
hannibal6,41,F15,F,1,0.72
Valric,41,F15,F,2,0.63
charstar5,41,F15,F,3,0.48
bcoli,41,F15,F,4,0.47
Golrin,41,F15,F,5,0.37
bigmoose,41,F15,F,6,0.33
della,41,G1,G,1.5,0.6
LTaco,41,G1,G,1.5,0.6
malgorza,41,G1,G,3,0.58
TeamOkay,41,G1,G,4,0.53
pwu55,41,G1,G,5,0.4
go1964,41,G1,G,6,0.28
Ingix,41,G2,G,1,0.63
Durotan97,41,G2,G,2,0.6
PoPo66000,41,G2,G,3,0.53
mikedolph,41,G2,G,4,0.47
cyberlady,41,G2,G,5,0.43
noisenow42,41,G2,G,6,0.33
pregnantbird,41,G3,G,1,0.79
Filex always lucky,41,G3,G,2,0.73
cruiskeen,41,G3,G,3,0.35
Ares,41,G3,G,4,0.33
phyphor,41,G3,G,5,0.29
Alipata,41,G4,G,1,0.71
AcceptableBunny,41,G4,G,2,0.58
Dominanz,41,G4,G,3,0.54
Hoffi1210,41,G4,G,4,0.33
Oktazooka,41,G4,G,5,0.33
pianovince,41,G5,G,1,0.67
catdontbark,41,G5,G,2,0.63
turtle01,41,G5,G,3,0.46
lar1138,41,G5,G,4,0.42
BParty,41,G5,G,5,0.33
ScottMac47,41,G6,G,1,0.64
clemdog69,41,G6,G,2,0.47
landonstryker,41,G6,G,3,0.44
jdizzle,41,G6,G,4,0.44
sportingelijah,41,G7,G,1,0.63
TeakPitkin,41,G7,G,2,0.58
erinblack,41,G7,G,3,0.53
tonyfig,41,G7,G,4,0.43
gmmtc81,41,G7,G,5,0.42
billchu13,41,G7,G,6,0.4
khalnayak,41,G8,G,1,0.63
Lycanthrope,41,G8,G,2,0.6
stonedmason,41,G8,G,3,0.52
mcicrs,41,G8,G,4,0.51
DaveDude,41,G8,G,5,0.32
Briawna,41,G8,G,6,0.43
NotAVan,41,G9,G,1,0.61
zipzip,41,G9,G,2,0.5
rohanthewarrior,41,G9,G,3,0.5
malmerung,41,G9,G,4,0.39
rudeboy38,41,G10,G,1,0.67
madronefive,41,G10,G,2,0.25
skyr4t,41,G10,G,3,0.58
micahstairs,41,G11,G,1,0.62
melders,41,G11,G,2,0.6
CoweringCow,41,G11,G,3,0.57
chattateo,41,G11,G,4,0.5
blakewain,41,G11,G,5,0.4
farrmich,41,G11,G,6,0.32
WillPower264,41,G12,G,1,0.78
Turkdav,41,G12,G,2,0.63
gregsucks,41,G12,G,3,0.55
odddity111,41,G12,G,4,0.4
lewisisgood,41,G12,G,5,0.32
troth20,41,G12,G,6,0.32
universalflamez,41,G13,G,1,0.77
andylatto,41,G13,G,2,0.57
jtran4418,41,G13,G,3,0.47
Annab492,41,G13,G,4,0.43
Dominion Beast,41,G13,G,5,0.42
zmonny,41,G13,G,6,0.35
hezeheze,41,G14,G,1,0.7
byrne,41,G14,G,2,0.67
tgtaft,41,G14,G,3,0.47
jgoyes,41,G14,G,4,0.45
Swoosh,41,G14,G,5,0.43
tacotaco,41,G14,G,6,0.28
mglagrla,41,G15,G,1,0.65
jdizzle111,41,G15,G,2,0.62
mcpep4b05,41,G15,G,3,0.5
Hamlet the Dane,41,G15,G,4,0.48
vmaria22,41,G15,G,5,0.38
jtoeman,41,G15,G,6,0.37
dexterslab,41,H1,H,1,0.61
jtrupiano,41,H1,H,2,0.61
UncleBoonmee,41,H1,H,3,0.42
Jev989,41,H1,H,4,0.36
Eppob,41,H2,H,1,0.9
TheMooche,41,H2,H,2,0.63
watuLammini,41,H2,H,3,0.5
ejnotts,41,H2,H,4,0.47
purple_bag,41,H2,H,5,0.3
tdpf103,41,H2,H,6,0.2
snoozle,41,H3,H,1,0.7
-Ali-,41,H3,H,2,0.67
cofa,41,H3,H,3,0.65
eddwhite1,41,H3,H,4,0.42
Robert_OF,41,H3,H,5,0.33
erinmolly_,41,H3,H,6,0.23
missvictoriang,41,H4,H,1,0.77
nrichardson,41,H4,H,2,0.67
Toomzor,41,H4,H,3,0.5
StavroX,41,H4,H,4,0.43
misakimi,41,H4,H,5,0.37
rubikscuber,41,H4,H,6,0.27
Druidas,41,H5,H,1,0.7
PaisTheou,41,H5,H,2,0.58
Cattallia,41,H5,H,3,0.57
jrh150482,41,H5,H,4,0.4
josiris,41,H5,H,5,0.38
chrismertens,41,H5,H,6,0.37
fika monster,41,H6,H,1,0.68
Lukas567,41,H6,H,2,0.62
miguelci,41,H6,H,3,0.62
Fraethy,41,H6,H,4,0.45
JeroenR,41,H6,H,5,0.33
EmperorMattXIV,41,H6,H,6,0.3
doldendude,41,H7,H,1.5,0.67
Julu,41,H7,H,1.5,0.67
crazyjuan,41,H7,H,3,0.63
zonnestraal,41,H7,H,4,0.29
Ireth,41,H7,H,5,0.25
tiegerstochter,41,H8,H,1,0.7
sgraaf,41,H8,H,2,0.6
Nono13,41,H8,H,3,0.53
GayAndSebastian,41,H8,H,4,0.5
Rotte,41,H8,H,5,0.4
jaywood98,41,H8,H,6,0.27
Kuo Chong Chin,41,H9,H,1,0.67
Zodians,41,H9,H,2,0.63
mountcleverest,41,H9,H,3,0.57
dominationnation,41,H9,H,4,0.46
Resticles,41,H9,H,5,0.42
Ronbon,41,H9,H,6,0.25
srimeruva,41,H10,H,1,0.62
mozviking,41,H10,H,2,0.57
Gledze,41,H10,H,3,0.57
ankitgohel,41,H10,H,4,0.57
colin_loves_hunter,41,H10,H,5,0.43
masedoggy,41,H10,H,6,0.25
bubs4,41,H11,H,1,0.63
robert7,41,H11,H,2,0.57
catmom,41,H11,H,3,0.53
AHPUI,41,H11,H,4,0.5
rodgort,41,H11,H,5,0.47
pb_arson,41,H11,H,6,0.3
acourt01,41,H12,H,1,0.65
EZimbra,41,H12,H,2,0.6
instock_item,41,H12,H,3,0.53
trollolol,41,H12,H,4,0.53
supdawg,41,H12,H,5,0.45
Den of Sin,41,H12,H,6,0.23
joemar194,41,H13,H,1,0.7
kamsc88,41,H13,H,2,0.6
Durgle,41,H13,H,3,0.51
RipChancellor2016,41,H13,H,4,0.43
kevinmpeterson,41,H13,H,5,0.41
kacny333,41,H13,H,6,0.34
theshampooguy,41,H14,H,1,0.63
tidothegreat,41,H14,H,2,0.55
SauceyGuy,41,H14,H,3,0.53
mochan,41,H14,H,4,0.52
froco93,41,H14,H,5,0.47
ceebeedubs,41,H14,H,6,0.3
Genny,41,H15,H,1,0.78
yukkiboi,41,H15,H,2,0.6
mabuza,41,H15,H,3,0.58
badashbhalu,41,H15,H,4,0.48
oldmandennis,41,H15,H,5,0.42
marva613,41,H15,H,6,0.13
blissfulmaestro,41,H16,H,1,0.85
yetimangoku,41,H16,H,2,0.65
lorderu,41,H16,H,3,0.46
scarbu,41,H16,H,4,0.38
kretchde,41,H16,H,5,0.17
Rwroberts23,41,H17,H,1,0.75
ineffabilliken,41,H17,H,2,0.56
goodac10,41,H17,H,3,0.36
isiahw1,41,H17,H,4,0.33
ColdBloodPrince,41,H18,H,1,0.63
geal77,41,H18,H,2,0.53
treyisajedi98,41,H18,H,3,0.5
NutsofWrath,41,H18,H,4,0.5
Kyle01,41,H18,H,5,0.48
HNYDW,41,H18,H,6,0.35
windshowling,41,H19,H,1,0.63
bradchoosefi,41,H19,H,2,0.54
umamidaddy,41,H19,H,3,0.48
Prismatic70,41,H19,H,4,0.44
IamAnoob1,41,H19,H,5,0.42
BigFarm,41,H20,H,1,0.58
Kroupmastaflex,41,H20,H,2,0.56
derpeon,41,H20,H,3,0.5
Mollyb386,41,H20,H,4,0.46
Tom Hanks,41,H20,H,5,0.4
madjs,41,H21,H,1,0.65
dbasco,41,H21,H,2,0.62
MrDrBossman,41,H21,H,3,0.57
dendanskemand,41,H21,H,4,0.55
supernick,41,H21,H,5,0.4
domplopper,41,H21,H,6,0.22
nomi,41,H22,H,1,0.58
ConundrumofEsoterica,41,H22,H,2,0.56
WereDrakon,41,H22,H,3,0.54
juakali,41,H22,H,4,0.44
queerly_awesome,41,H22,H,5,0.38
Xalin,41,H23,H,1,0.68
Cait2244,41,H23,H,2,0.62
doughminyan,41,H23,H,3,0.5
mkatzman,41,H23,H,4,0.47
gfroese,41,H23,H,5,0.42
AHNorris21,41,H23,H,6,0.32
ZWade,41,H24,H,1,0.8
Scobud27,41,H24,H,2,0.57
norbo,41,H24,H,3,0.43
cfred,41,H24,H,4,0.4
GRB11,41,H24,H,5,0.42
Megzuccato,41,H24,H,6,0.38
Kangawu,41,H25,H,1,0.67
violaninja,41,H25,H,2,0.67
pacman1837,41,H25,H,3,0.52
trashpanda97,41,H25,H,4,0.48
clischer,41,H25,H,5,0.17
wwwdotwww,41,H26,H,1,0.72
peppapig,41,H26,H,2,0.55
mattmm,41,H26,H,3,0.55
youknowthisisgg666,41,H26,H,4,0.47
Snowdrop,41,H26,H,5,0.37
instaham,41,H26,H,6,0.35
woundedsatelite,41,H27,H,1,0.63
rinacolada,41,H27,H,2,0.6
bz1,41,H27,H,3,0.57
ramyad,41,H27,H,4,0.53
jasndeee,41,H27,H,5,0.37
billbarnes1972,41,H27,H,6,0.3
WhiteCoco4U,41,H28,H,1,0.67
Manfredmouthbot,41,H28,H,2,0.56
dollarbill,41,H28,H,3,0.56
Donkey-Dude,41,H28,H,4,0.4
shmooly375,41,H28,H,5,0.31
ninjacreeper47,41,H29,H,1,0.65
raghu,41,H29,H,2,0.5
zach1016,41,H29,H,3,0.48
Whapperson,41,H29,H,4,0.47
vi3tv1nk,41,H29,H,5,0.45
BSplitt,41,H29,H,6,0.45
Yoyomann,41,H30,H,1,0.77
potscutney,41,H30,H,2,0.6
ComoCake,41,H30,H,3,0.57
diet_poison,41,H30,H,4,0.5
bell22,41,H30,H,5,0.33
tastehumanity,41,H30,H,6,0.23
Mollo8,41,H31,H,1,0.68
DerpKaiser,41,H31,H,2,0.67
Gubump,41,H31,H,3,0.62
gsusie1,41,H31,H,4,0.4
Jimbuck,41,H31,H,5,0.33
iMonster,41,H31,H,6,0.3
hobitermes,41,I1,I,1,0.77
smQQth,41,I1,I,2,0.6
seb-esperanto,41,I1,I,3,0.5
Mortesar,41,I1,I,4,0.43
Ashmernyeah,41,I1,I,5,0.4
CF6,41,I1,I,6,0.3
Cavedweller,41,I2,I,1,0.58
Hannes Hognert,41,I2,I,2,0.56
CrazyDiamond8,41,I2,I,3,0.52
grebst,41,I2,I,4,0.44
Whomanist,41,I2,I,5,0.4
Joeljoeljoel,41,I3,I,1,0.7
Andalifus,41,I3,I,2,0.55
Ray-am83,41,I3,I,3,0.52
noirzette,41,I3,I,4,0.5
karinnl,41,I3,I,5,0.47
Burly_Steve,41,I3,I,6,0.27
StingrayCommander1,41,I4,I,1,0.67
Zeej96,41,I4,I,2,0.58
CamiKahze,41,I4,I,3,0.52
FWood,41,I4,I,4,0.45
beardedslav,41,I4,I,5,0.4
EmmiPlays2000,41,I4,I,6,0.38
miso70,41,I5,I,1,0.72
Dawg111,41,I5,I,2,0.47
LaBaguette,41,I5,I,3,0.42
Beth,41,I5,I,4,0.39
Usernamegottaken,41,I6,I,1,0.67
Eehhhm,41,I6,I,2,0.62
hammerson66,41,I6,I,3,0.53
aastar,41,I6,I,4,0.48
Altar Keane,41,I6,I,5,0.43
Wilkotek,41,I6,I,6,0.27
Branbles,41,I7,I,1,0.67
Mythrix,41,I7,I,2,0.54
Martin Redsport,41,I7,I,3,0.54
Samothy,41,I7,I,4,0.44
zwiebacke,41,I7,I,5,0.31
anirb1nag,41,I8,I,1,0.67
ampersandyyy,41,I8,I,2,0.63
Bondababji,41,I8,I,3,0.52
Medhavi,41,I8,I,4,0.44
ShyamN,41,I8,I,5,0.25
UNBR34K4BL3,41,I9,I,1,0.63
wfuller92,41,I9,I,2,0.63
trisarahtops3,41,I9,I,3,0.57
hughythegreat,41,I9,I,4,0.5
BoneyDanza,41,I9,I,5,0.4
nanolola,41,I9,I,6,0.27
zevisgreat,41,I10,I,1,0.67
jennels,41,I10,I,2,0.63
Otrucol717,41,I10,I,3,0.47
Gordeaux,41,I10,I,4,0.47
cj_punzalan,41,I10,I,5,0.4
Frack9,41,I10,I,6,0.37
SamSmith2505,41,I11,I,1,0.77
jarhill0,41,I11,I,2,0.63
mc3037,41,I11,I,3,0.52
androidfanman,41,I11,I,4,0.35
cstollarch,41,I11,I,5,0.23
makshay,41,I12,I,1.5,0.56
Shundijr,41,I12,I,1.5,0.56
justanTru,41,I12,I,3,0.5
edred,41,I12,I,4,0.39
jystringham,41,I13,I,1,0.63
tattema,41,I13,I,2,0.58
Mcyewfly,41,I13,I,3,0.57
sovereignator,41,I13,I,4,0.48
Friartuck,41,I13,I,5,0.48
blueqp,41,I13,I,6,0.25
OddWaller,41,I14,I,1,0.65
QueenKhaleesi,41,I14,I,2,0.63
tiff,41,I14,I,3,0.57
Jbourque32,41,I14,I,4,0.47
Theadtraylor,41,I14,I,5,0.45
BelleRose,41,I14,I,6,0.23
slimharpo,41,I15,I,1,0.63
shortysax,41,I15,I,2,0.6
Pjharris,41,I15,I,3,0.55
SiggyDootch,41,I15,I,4,0.5
lewmrog,41,I15,I,5,0.37
cdiscenz,41,I15,I,6,0.35
Thertas,41,I16,I,1,0.67
DefMike,41,I16,I,2,0.5
McWaffle,41,I16,I,3,0.48
BloodPlum,41,I16,I,4,0.46
GreenAjah,41,I16,I,5,0.4
Smogilski,41,I17,I,1,0.65
bubblovat,41,I17,I,2,0.6
Atomicboldt,41,I17,I,3,0.6
talflon,41,I17,I,4,0.55
Smithy711,41,I17,I,5,0.37
lucho,41,I17,I,6,0.23
hylian_marq,41,I18,I,1,0.6
Jenny Festival,41,I18,I,2,0.6
reuv,41,I18,I,3,0.58
Rozyroz,41,I18,I,4,0.55
Aharow21,41,I18,I,5,0.47
barksideofthemoon,41,I18,I,6,0.2
lauram283,41,I19,I,1,0.7
Dbloslim,41,I19,I,2,0.67
Chamoose,41,I19,I,3,0.53
Turbalence,41,I19,I,4,0.43
t.mclaurin17,41,I19,I,5,0.37
Sweets786,41,I19,I,6,0.3
dfodavid,41,I20,I,1,0.58
YodWisdom,41,I20,I,2,0.52
Esteban03,41,I20,I,3,0.52
Kuiz3,41,I20,I,4,0.48
CheckSam,41,I20,I,5,0.47
torenx,41,I20,I,6,0.43
WesSpice,41,I21,I,1,0.63
rla841,41,I21,I,2,0.58
nibbit,41,I21,I,3,0.53
usnoberger,41,I21,I,4,0.52
chhfast,41,I21,I,5,0.47
gz,41,I21,I,6,0.27
zk1,41,I22,I,1,0.81
Chambeco,41,I22,I,2,0.56
Voonie,41,I22,I,3,0.5
Chevtastic,41,I22,I,4,0.38
batmanthehorse,41,I22,I,5,0.25
SaraCV,41,I23,I,1,0.68
travelhacker,41,I23,I,2,0.63
Wiggles McGee,41,I23,I,3,0.57
Iricilaure,41,I23,I,4,0.42
BrandonAldrich,41,I23,I,5,0.35
ACuriousParadox,41,I23,I,6,0.35
yodofrna,41,I24,I,1,0.7
ChiefConstable,41,I24,I,2,0.6
DozerDaDominator,41,I24,I,3,0.6
mikemcgeezy,41,I24,I,4,0.5
matiasb,41,I24,I,5,0.37
CrazyMoose,41,I24,I,6,0.23
LunarLynx498,41,I25,I,1,0.74
rockitman,41,I25,I,2,0.62
6k3w7iv5tg28,41,I25,I,3,0.52
phillipvn1,41,I25,I,4,0.42
splashfalkon,41,I25,I,5,0.33
Joshthebosh4,41,I25,I,6,0.37
bradh333,41,I26,I,1,0.8
CrystalMath,41,I26,I,2,0.6
Scott Crosby,41,I26,I,3,0.5
RainbowChalice,41,I26,I,4,0.48
bjtait15,41,I26,I,5,0.47
Nikkicola11,41,I26,I,6,0.15
hgilfix,41,I27,I,1,0.63
SuperGraceless,41,I27,I,2,0.63
SmoothJimmyApollo,41,I27,I,3,0.5
walesfourever,41,I27,I,4,0.46
ArcanumMage,41,I27,I,5,0.29
ClumsyDragon,41,I28,I,1,0.62
arjunnagpal,41,I28,I,2,0.57
dinadan,41,I28,I,3,0.5
rbaily,41,I28,I,4,0.5
AuD14,41,I28,I,5,0.42
severly,41,I28,I,6,0.4
MuensterCheese,41,I29,I,1,0.6
Franklinw,41,I29,I,2,0.6
fydorm,41,I29,I,3,0.57
elzorro,41,I29,I,4,0.53
juangooseman,41,I29,I,5,0.43
Raalf,41,I29,I,6,0.27
Theman0613,41,I30,I,1,0.58
Long Con,41,I30,I,2,0.52
Pinkman,41,I30,I,3,0.5
impgriffin,41,I30,I,4,0.46
ccbluejays,41,I30,I,5,0.44
bsweet,41,I31,I,1,0.7
MaoMaster51,41,I31,I,2,0.6
BudOnElm,41,I31,I,3,0.57
chefwerblin,41,I31,I,4,0.39
joanna banana,41,I31,I,5,0.23
GuyOnABuffalo,41,I31,I,6,0.51
cavemanrot,41,J1,J,1,0.75
KatieA,41,J1,J,2,0.63
Marliz3e,41,J1,J,3,0.54
Soerenrocks,41,J1,J,4,0.33
Daemonique333,41,J1,J,5,0.25
Matisse50,41,J2,J,1,0.73
Anitka,41,J2,J,2,0.55
hevsdefevs,41,J2,J,3,0.47
Jackjoab,41,J2,J,4,0.45
proxynick,41,J2,J,5,0.43
RyphezHUN,41,J2,J,6,0.37
Inkstes,41,J3,J,1,0.55
EmilyFD,41,J3,J,2,0.55
Bertiger,41,J3,J,3,0.52
McDuggan33,41,J3,J,4,0.48
EoSBamsi,41,J3,J,5,0.47
Dr_Phibes,41,J3,J,6,0.43
Dodolina,41,J4,J,1,0.78
CaptainHorizons,41,J4,J,2,0.58
MamaR,41,J4,J,3,0.5
dieda,41,J4,J,4,0.47
W1llowtr33,41,J4,J,5,0.43
markthedoc,41,J4,J,6,0.23
Lipo12,41,J5,J,1,0.67
messijessi,41,J5,J,2,0.56
juke,41,J5,J,3,0.54
Poetje,41,J5,J,4,0.42
Nomis Retep,41,J5,J,5,0.31
tansy_tpot,41,J6,J,1,0.65
Goody2shoes15,41,J6,J,2,0.54
InspiringLeader,41,J6,J,3,0.54
danwar,41,J6,J,4,0.4
Rosalynn,41,J6,J,5,0.38
Lord Barrett,41,J7,J,1,0.67
surviv0r,41,J7,J,2,0.67
Hyogaah,41,J7,J,3,0.44
Elviernestocajugar,41,J7,J,4,0.22
praneet,41,J8,J,1,0.73
kpk,41,J8,J,2,0.7
cosmicspirit7,41,J8,J,3,0.63
towny95,41,J8,J,4,0.38
Zingaro,41,J8,J,5,0.37
jmac651,41,J8,J,6,0.18
ThisIsJustin,41,J9,J,1,0.67
draw8,41,J9,J,2,0.54
Greta_X,41,J9,J,3,0.46
Seereelen,41,J9,J,4,0.44
fuzzfuzz13,41,J9,J,5,0.4
meexwaal,41,J10,J,1,0.73
einahpets11,41,J10,J,2,0.52
JohnBlonde,41,J10,J,3,0.52
eeps,41,J10,J,4,0.45
Lowlofasho,41,J10,J,5,0.4
Maleficent6,41,J10,J,6,0.38
quejebo,41,J11,J,1,0.77
Scwhite3,41,J11,J,2,0.65
Ilovefrogs,41,J11,J,3,0.5
ceciliadoan,41,J11,J,4,0.4
M.O.A.T.,41,J11,J,5,0.4
MiesvanderRoll,41,J11,J,6,0.28
Sam11,41,J12,J,1,0.63
bruhmoment123,41,J12,J,2,0.6
uho,41,J12,J,3,0.48
Cr1mson3lbow,41,J12,J,4,0.47
jonvs,41,J12,J,5,0.45
wander123,41,J12,J,6,0.37
Mackattack2,41,J13,J,1,0.73
kkelley15,41,J13,J,2,0.55
chadnov,41,J13,J,3,0.53
sand_man,41,J13,J,4,0.47
redburger,41,J13,J,5,0.42
Bri823,41,J13,J,6,0.3
Alaskrod,41,J14,J,1,0.77
mbp,41,J14,J,2,0.6
RGriebling,41,J14,J,3,0.52
pres987,41,J14,J,4,0.48
Skerns,41,J14,J,5,0.42
vietca,41,J14,J,6,0.22
menil,41,J15,J,1,0.6
dkelley15,41,J15,J,2,0.6
QuarantineWitch,41,J15,J,3,0.58
Nekome512,41,J15,J,4,0.57
Giantriverotter2,41,J15,J,5,0.35
dfran79,41,J15,J,6,0.3
nish314,41,J16,J,1,0.77
RoaringDino,41,J16,J,2,0.6
Matlock72,41,J16,J,3,0.47
HoboJon9000,41,J16,J,4,0.47
smithy987,41,J16,J,5,0.43
jentastic10,41,J16,J,6,0.27
dimdog,41,J17,J,1,0.64
FartMaster4000,41,J17,J,2,0.47
Girlwndr,41,J17,J,3,0.44
mayanator,41,J17,J,4,0.44
capriCORN,41,J18,J,1,0.77
tribonk,41,J18,J,2,0.52
