Score,Season,Players,Score,P1,P2,P1 Wins,P2 Wins,Tier
,40,,,catmom,AAsmiles,4,2,H32
,40,,,Frack9,GronkBrady,3,3,H32
,40,,,AAsmiles,Frack9,4.5,1.5,H32
,40,,,UncleBoonmee,ksoccerstar,5,1,H32
,40,,,Frack9,catmom,3,3,H32
,40,,,AAsmiles,UncleBoonmee,0,4,H32
,40,,,AAsmiles,UncleBoonmee,0.5,1.5,H32
,40,,,catmom,GronkBrady,3,3,H32
,40,,,AAsmiles,ksoccerstar,1,2,H32
,40,,,UncleBoonmee,GronkBrady,6,0,H32
,40,,,UncleBoonmee,Frack9,1,5,H32
,40,,,AAsmiles,ksoccerstar,2,1,H32
,40,,,ksoccerstar,Frack9,3,3,H32
,40,,,AAsmiles,GronkBrady,4,2,H32
,40,,,GronkBrady,ksoccerstar,2.5,3.5,H32
,40,,,Friartuck,Girlwndr,4,2,H33
,40,,,Girlwndr,mike11481,3,3,H33
,40,,,Gubump,Girlwndr,3,3,H33
,40,,,Gubump,bongoboi5000,2,4,H33
,40,,,bongoboi5000,Girlwndr,5,1,H33
,40,,,Gubump,mike11481,6,0,H33
,40,,,bongoboi5000,Friartuck,5,1,H33
,40,,,bongoboi5000,mike11481,5,1,H33
,40,,,mike11481,crazyjok3r,5,1,H33
,40,,,bongoboi5000,crazyjok3r,5,1,H33
,40,,,Gubump,crazyjok3r,6,0,H33
,40,,,crazyjok3r,Girlwndr,5,1,H33
,40,,,Gubump,Friartuck,3,3,H33
,40,,,mike11481,Friartuck,5,1,H33
,40,,,Friartuck,crazyjok3r,4,2,H33
,40,,,cj_punzalan,vietca,3,3,H34
,40,,,cj_punzalan,kretchde,4,2,H34
,40,,,vietca,kretchde,1,5,H34
,40,,,scarbu,vietca,6,0,H34
,40,,,Otrucol717,vietca,4,2,H34
,40,,,kretchde,scarbu,3,3,H34
,40,,,kretchde,Otrucol717,5,1,H34
,40,,,scarbu,cj_punzalan,4,2,H34
,40,,,scarbu,Otrucol717,5,1,H34
,40,,,cj_punzalan,Otrucol717,4,2,H34
,40,,,chadnov,kevinmpeterson,1,1,H35
,40,,,srimeruva,Seereelen,6,0,H35
,40,,,jacobpb,tattema,1,2,H35
,40,,,tattema,jacobpb,3,0,H35
,40,,,chadnov,jacobpb,3,1,H35
,40,,,chadnov,Seereelen,2,1,H35
,40,,,chadnov,Seereelen,1,0,H35
,40,,,srimeruva,chadnov,3.5,0.5,H35
,40,,,chadnov,srimeruva,0,1,H35
,40,,,chadnov,Seereelen,1,1,H35
,40,,,kevinmpeterson,tattema,2,0,H35
,40,,,kevinmpeterson,tattema,2,2,H35
,40,,,srimeruva,jacobpb,1,2,H35
,40,,,srimeruva,kevinmpeterson,2.5,0.5,H35
,40,,,chadnov,srimeruva,1,0,H35
,40,,,srimeruva,jacobpb,3,0,H35
,40,,,tattema,Seereelen,1,1,H35
,40,,,tattema,Seereelen,2,2,H35
,40,,,srimeruva,tattema,2.5,1.5,H35
,40,,,tattema,srimeruva,2,0,H35
,40,,,chadnov,tattema,2,2,H35
,40,,,Seereelen,jacobpb,1,0,H35
,40,,,chadnov,jacobpb,0,1,H35
,40,,,jacobpb,chadnov,1,0,H35
,40,,,chadnov,kevinmpeterson,1,3,H35
,40,,,jacobpb,Seereelen,1,0,H35
,40,,,Seereelen,jacobpb,0,1,H35
,40,,,srimeruva,kevinmpeterson,1,2,H35
,40,,,kevinmpeterson,Seereelen,1,0,H35
,40,,,kevinmpeterson,Seereelen,1,0,H35
,40,,,kevinmpeterson,jacobpb,1,0,H35
,40,,,kevinmpeterson,jacobpb,0,1,H35
,40,,,kevinmpeterson,jacobpb,1,0,H35
,40,,,jacobpb,kevinmpeterson,1,0,H35
,40,,,jacobpb,Seereelen,2,0,H35
,40,,,Seereelen,jacobpb,1,0,H35
,40,,,kevinmpeterson,Seereelen,3,1,H35
,40,,,kevinmpeterson,jacobpb,0,1,H35
,40,,,jacobpb,kevinmpeterson,1,0,H35
,40,,,tattema,chadnov,2,0,H35
,40,,,Durgle,QueenKhaleesi,2.5,1.5,H36
,40,,,Durgle,Saidso85,1,2,H36
,40,,,M.O.A.T.,QueenKhaleesi,1,0,H36
,40,,,ThisIsJustin,M.O.A.T.,2,0,H36
,40,,,Saidso85,ThisIsJustin,1,1,H36
,40,,,Durgle,M.O.A.T.,2,0,H36
,40,,,Durgle,ThisIsJustin,2,0,H36
,40,,,ThisIsJustin,Saidso85,3,1,H36
,40,,,QueenKhaleesi,M.O.A.T.,1,1,H36
,40,,,QueenKhaleesi,Saidso85,0.5,2.5,H36
,40,,,acourt01,ThisIsJustin,2,1,H36
,40,,,M.O.A.T.,acourt01,0,3,H36
,40,,,Saidso85,QueenKhaleesi,2,1,H36
,40,,,acourt01,QueenKhaleesi,2,0,H36
,40,,,acourt01,QueenKhaleesi,2,2,H36
,40,,,Durgle,QueenKhaleesi,1,1,H36
,40,,,acourt01,Durgle,1,1,H36
,40,,,acourt01,M.O.A.T.,2,0,H36
,40,,,acourt01,Saidso85,1,0,H36
,40,,,ThisIsJustin,acourt01,1,0,H36
,40,,,Durgle,acourt01,2,2,H36
,40,,,acourt01,ThisIsJustin,1,1,H36
,40,,,acourt01,Saidso85,4,1,H36
,40,,,Saidso85,M.O.A.T.,2,0,H36
,40,,,Durgle,ThisIsJustin,1,0,H36
,40,,,Saidso85,Durgle,1,1,H36
,40,,,QueenKhaleesi,ThisIsJustin,2,0,H36
,40,,,acourt01,M.O.A.T.,1,0,H36
,40,,,Durgle,M.O.A.T.,4,0,H36
,40,,,M.O.A.T.,QueenKhaleesi,0,1,H36
,40,,,M.O.A.T.,QueenKhaleesi,1,1,H36
,40,,,Durgle,ThisIsJustin,3,0,H36
,40,,,Durgle,Saidso85,1,0,H36
,40,,,Saidso85,M.O.A.T.,3,1,H36
,40,,,QueenKhaleesi,ThisIsJustin,2,1,H36
,40,,,ThisIsJustin,M.O.A.T.,3,0,H36
,40,,,QueenKhaleesi,ThisIsJustin,1,0,H36
,40,,,ThisIsJustin,M.O.A.T.,1,0,H36
,40,,,robert7,SiggyDootch,3.5,2.5,H37
,40,,,robert7,BoneyDanza,2,0,H37
,40,,,marva613,BoneyDanza,5,1,H37
,40,,,SiggyDootch,marva613,1,5,H37
,40,,,robert7,marva613,4,2,H37
,40,,,robert7,BoneyDanza,3,1,H37
,40,,,blossomdb,SiggyDootch,0,1,H37
,40,,,SiggyDootch,BoneyDanza,0,1,H37
,40,,,BoneyDanza,SiggyDootch,1,4,H37
,40,,,SamSmith2505,Scwhite3,2,4,H38
,40,,,SamSmith2505,loewenheim_swolem,3,3,H38
,40,,,loewenheim_swolem,Scwhite3,3.5,2.5,H38
,40,,,loewenheim_swolem,epiccswagg,4,2,H38
,40,,,Scwhite3,epiccswagg,5,1,H38
,40,,,epiccswagg,Umamilicious,1,5,H38
,40,,,epiccswagg,supdawg,3,3,H38
,40,,,Scwhite3,Umamilicious,2,4,H38
,40,,,supdawg,Scwhite3,6,0,H38
,40,,,loewenheim_swolem,supdawg,2,2,H38
,40,,,SamSmith2505,epiccswagg,5,1,H38
,40,,,supdawg,Umamilicious,3,0,H38
,40,,,loewenheim_swolem,supdawg,0,2,H38
,40,,,loewenheim_swolem,Umamilicious,2,4,H38
,40,,,SamSmith2505,Umamilicious,3,3,H38
,40,,,Umamilicious,supdawg,1,0,H38
,40,,,supdawg,SamSmith2505,3,2,H38
,40,,,supdawg,SamSmith2505,1,0,H38
,40,,,Umamilicious,supdawg,1,1,H38
,40,,,OddWaller,masedoggy,1.5,1.5,H39
,40,,,OddWaller,masedoggy,2,1,H39
,40,,,amrutha,K1RON,2,4,H39
,40,,,fzzzzzzzt,amrutha,0,1,H39
,40,,,OddWaller,yetimangoku,0,6,H39
,40,,,masedoggy,yetimangoku,1,1,H39
,40,,,masedoggy,fzzzzzzzt,1,0,H39
,40,,,masedoggy,fzzzzzzzt,1,0,H39
,40,,,fzzzzzzzt,masedoggy,1,0,H39
,40,,,fzzzzzzzt,masedoggy,1,0,H39
,40,,,K1RON,masedoggy,2.5,3.5,H39
,40,,,masedoggy,yetimangoku,1,0,H39
,40,,,yetimangoku,masedoggy,1,0,H39
,40,,,masedoggy,yetimangoku,1,0,H39
,40,,,yetimangoku,masedoggy,1,0,H39
,40,,,fzzzzzzzt,masedoggy,0,1,H39
,40,,,fzzzzzzzt,masedoggy,0,1,H39
,40,,,amrutha,yetimangoku,2.5,3.5,H39
,40,,,amrutha,masedoggy,1,2,H39
,40,,,amrutha,masedoggy,2,1,H39
,40,,,amrutha,fzzzzzzzt,2,3,H39
,40,,,OddWaller,amrutha,0,3,H39
,40,,,yetimangoku,K1RON,6,0,H39
,40,,,OddWaller,amrutha,3,0,H39
,40,,,fzzzzzzzt,OddWaller,1,3,H39
,40,,,yetimangoku,fzzzzzzzt,4,2,H39
,40,,,fzzzzzzzt,OddWaller,0,2,H39
,40,,,K1RON,OddWaller,4,2,H39
,40,,,K1RON,fzzzzzzzt,3.5,2.5,H39
,40,,,molowillwin,QuarantineWitch,1,5,H40
,40,,,Bomani88,hal_incandenza96,3.5,2.5,H40
,40,,,joemar194,lorderu,4.5,1.5,H40
,40,,,Bomani88,QuarantineWitch,3,3,H40
,40,,,joemar194,Bomani88,4,2,H40
,40,,,hal_incandenza96,molowillwin,5,1,H40
,40,,,Bomani88,lorderu,1.5,4.5,H40
,40,,,Bomani88,molowillwin,5,1,H40
,40,,,lorderu,QuarantineWitch,5,1,H40
,40,,,joemar194,QuarantineWitch,2,1,H40
,40,,,joemar194,QuarantineWitch,3,0,H40
,40,,,lorderu,hal_incandenza96,3,3,H40
,40,,,joemar194,molowillwin,4.5,1.5,H40
,40,,,hal_incandenza96,QuarantineWitch,4,2,H40
,40,,,joemar194,hal_incandenza96,6,0,H40
,40,,,lorderu,molowillwin,4,2,H40
,40,,,androidfanman,bubs4,2,4,H41
,40,,,mochan,hughythegreat,2,4,H41
,40,,,hughythegreat,androidfanman,2.5,3.5,H41
,40,,,mochan,androidfanman,5,1,H41
,40,,,bubs4,StorminScot,4,2,H41
,40,,,bubs4,hughythegreat,2,1,H41
,40,,,StorminScot,hughythegreat,2,4,H41
,40,,,mochan,StorminScot,4,2,H41
,40,,,StorminScot,androidfanman,2.5,3.5,H41
,40,,,hughythegreat,bubs4,1,2,H41
,40,,,bubs4,mochan,1,3,H41
,40,,,mochan,bubs4,0,2,H41
,40,,,redburger,Luckyfawn,0,1,H42
,40,,,Luckyfawn,redburger,1,0,H42
,40,,,Luckyfawn,redburger,1,0,H42
,40,,,froco93,eeps,5,1,H42
,40,,,Luckyfawn,redburger,2.5,0.5,H42
,40,,,merrburr,SauceyGuy,1,3,H42
,40,,,merrburr,SauceyGuy,1,1,H42
,40,,,froco93,redburger,6,0,H42
,40,,,merrburr,Luckyfawn,3,1,H42
,40,,,merrburr,Luckyfawn,1,1,H42
,40,,,SauceyGuy,eeps,5,1,H42
,40,,,froco93,SauceyGuy,3,3,H42
,40,,,merrburr,redburger,3,0,H42
,40,,,SauceyGuy,Luckyfawn,2,2,H42
,40,,,froco93,merrburr,1,0,H42
,40,,,froco93,merrburr,2,1,H42
,40,,,eeps,Luckyfawn,0,6,H42
,40,,,froco93,Luckyfawn,4,2,H42
,40,,,merrburr,eeps,5,1,H42
,40,,,SauceyGuy,redburger,2,1,H42
,40,,,SauceyGuy,redburger,3,0,H42
,40,,,merrburr,redburger,1.5,1.5,H42
,40,,,froco93,merrburr,1,1,H42
,40,,,SauceyGuy,Luckyfawn,1,1,H42
,40,,,eeps,redburger,2.5,3.5,H42
,40,,,edred,cabelhigh,4,2,H43
,40,,,Maleficent6,rosewater,2,1,H43
,40,,,mabuza,J22Jabs,4.5,1.5,H43
,40,,,Maleficent6,rosewater,1.5,1.5,H43
,40,,,Maleficent6,edred,1,5,H43
,40,,,edred,rosewater,1,2,H43
,40,,,rosewater,edred,2,1,H43
,40,,,mabuza,rosewater,2,0,H43
,40,,,Maleficent6,J22Jabs,2,4,H43
,40,,,Maleficent6,mabuza,1,5,H43
,40,,,rosewater,mabuza,2,2,H43
,40,,,mabuza,edred,5,1,H43
,40,,,edred,J22Jabs,3,3,H43
,40,,,cabelhigh,rosewater,2,4,H43
,40,,,Maleficent6,cabelhigh,0,4,H43
,40,,,rosewater,J22Jabs,3,3,H43
,40,,,Maleficent6,cabelhigh,1,1,H43
,40,,,cabelhigh,J22Jabs,3.5,2.5,H43
,40,,,mabuza,cabelhigh,4.5,1.5,H43
,40,,,RipChancellor2016,Matlock72,3,3,H44
,40,,,driftskate,ancamirela,5,1,H44
,40,,,FavLab,Johnny Midnight,5,1,H44
,40,,,RipChancellor2016,Johnny Midnight,2,0,H44
,40,,,RipChancellor2016,Johnny Midnight,3,1,H44
,40,,,driftskate,Matlock72,2.5,1.5,H44
,40,,,driftskate,Matlock72,2,0,H44
,40,,,FavLab,Matlock72,4,2,H44
,40,,,RipChancellor2016,driftskate,3,3,H44
,40,,,Johnny Midnight,driftskate,1,3,H44
,40,,,Johnny Midnight,driftskate,1,1,H44
,40,,,RipChancellor2016,FavLab,3.5,2.5,H44
,40,,,driftskate,FavLab,4,2,H44
,40,,,FavLab,ancamirela,1,1,H44
,40,,,ancamirela,Johnny Midnight,2,1,H44
,40,,,Johnny Midnight,Matlock72,3,1,H44
,40,,,ancamirela,Johnny Midnight,1,2,H44
,40,,,RipChancellor2016,ancamirela,6,0,H44
,40,,,FavLab,ancamirela,3,1,H44
,40,,,Matlock72,Johnny Midnight,2,0,H44
,40,,,Matlock72,ancamirela,1,5,H44
,40,,,instock_item,badashbhalu,1,5,H45
,40,,,instock_item,peeky_blinders54,3,3,H45
,40,,,tgtruth23,Theadtraylor,1,0,H45
,40,,,Theadtraylor,tgtruth23,1,4,H45
,40,,,Theadtraylor,badashbhalu,3,3,H45
,40,,,tgtruth23,HoboJon9000,4,2,H45
,40,,,HoboJon9000,badashbhalu,1,5,H45
,40,,,Theadtraylor,HoboJon9000,3.5,2.5,H45
,40,,,instock_item,Theadtraylor,5,1,H45
,40,,,badashbhalu,peeky_blinders54,3,3,H45
,40,,,badashbhalu,tgtruth23,6,0,H45
,40,,,Theadtraylor,peeky_blinders54,5,1,H45
,40,,,HoboJon9000,peeky_blinders54,3,3,H45
,40,,,instock_item,HoboJon9000,5,1,H45
,40,,,Ohnora,sovereignator,1,0,H46
,40,,,sovereignator,Ohnora,0,1,H46
,40,,,Ohnora,sovereignator,0,1,H46
,40,,,Ohnora,sovereignator,2,1,H46
,40,,,mtjoos,sovereignator,3,3,H46
,40,,,mtjoos,miguelb,4,2,H46
,40,,,colin_loves_hunter,Ohnora,4,2,H46
,40,,,colin_loves_hunter,sovereignator,2,4,H46
,40,,,colin_loves_hunter,miguelb,4,2,H46
,40,,,colin_loves_hunter,mtjoos,6,0,H46
,40,,,miguelb,Ohnora,0,6,H46
,40,,,sovereignator,miguelb,3,3,H46
,40,,,mtjoos,Ohnora,5,1,H46
,40,,,Zodians,Zingaro,2,0,H47
,40,,,Ronbon,Samothy,3,0,H47
,40,,,Ronbon,Samothy,1,2,H47
,40,,,Zodians,Zingaro,3,1,H47
,40,,,AvinaashAnand,Samothy,2.5,2.5,H47
,40,,,AvinaashAnand,Samothy,0.5,0.5,H47
,40,,,Samothy,Zingaro,3,0,H47
,40,,,Zingaro,Samothy,0,3,H47
,40,,,Zodians,Samothy,4,0,H47
,40,,,AvinaashAnand,Ronbon,0.5,5.5,H47
,40,,,Zodians,Samothy,1,1,H47
,40,,,Zodians,Ronbon,5,1,H47
,40,,,Ronbon,Zingaro,6,0,H47
,40,,,Zodians,AvinaashAnand,1,0,H47
,40,,,AvinaashAnand,Zingaro,1,1,H47
,40,,,Zodians,AvinaashAnand,3,2,H47
,40,,,AvinaashAnand,Zingaro,3,1,H47
,40,,,Boydd,Kuo Chong Chin,3,3,H48
,40,,,Kuo Chong Chin,ossan,1,0,H48
,40,,,tommygecko,nikhil532,2,1,H48
,40,,,nikhil532,Kuo Chong Chin,1,0,H48
,40,,,tommygecko,Boydd,3,3,H48
,40,,,Kuo Chong Chin,nikhil532,2,0,H48
,40,,,Boydd,nikhil532,0.5,1.5,H48
,40,,,Kuo Chong Chin,nikhil532,3,0,H48
,40,,,Boydd,nikhil532,3,1,H48
,40,,,dominationnation,YodWisdom,4,0,H49
,40,,,dominationnation,kpk,4,1,H49
,40,,,dominationnation,kpk,1,0,H49
,40,,,dominationnation,DefMike,0,2,H49
,40,,,DefMike,Berger77,1,1,H49
,40,,,Jev989,dominationnation,2,0,H49
,40,,,dominationnation,Jev989,3,1,H49
,40,,,DefMike,YodWisdom,3,3,H49
,40,,,DefMike,Jev989,1,1,H49
,40,,,dominationnation,DefMike,3,1,H49
,40,,,YodWisdom,kpk,2,1,H49
,40,,,dominationnation,Berger77,2,0,H49
,40,,,dominationnation,YodWisdom,1,1,H49
,40,,,Jev989,DefMike,2,2,H49
,40,,,YodWisdom,kpk,3,0,H49
,40,,,dominationnation,Berger77,3,1,H49
,40,,,Jev989,YodWisdom,5,1,H49
,40,,,YodWisdom,Berger77,1,0,H49
,40,,,Jev989,kpk,3,0,H49
,40,,,Berger77,YodWisdom,2,0,H49
,40,,,kpk,Jev989,2,1,H49
,40,,,DefMike,Berger77,1,1,H49
,40,,,YodWisdom,Berger77,1,0,H49
,40,,,kpk,Berger77,3,1,H49
,40,,,DefMike,kpk,4,2,H49
,40,,,Jev989,Berger77,3,0,H49
,40,,,Jev989,Berger77,3,0,H49
,40,,,kpk,Berger77,1,1,H49
,40,,,Berger77,YodWisdom,1,0,H49
,40,,,DefMike,Berger77,1,1,H49
,40,,,Berger77,YodWisdom,0,1,H49
,40,,,Jackjoab,Katrin90,0,4,H50
,40,,,SuperGraceless,LaBaguette,3,0,H50
,40,,,SuperGraceless,LaBaguette,0,1,H50
,40,,,schipje,LaBaguette,2.5,3.5,H50
,40,,,Jackjoab,Katrin90,1,1,H50
,40,,,Jackjoab,TheMooche,0,3,H50
,40,,,LaBaguette,SuperGraceless,2,0,H50
,40,,,TheMooche,schipje,4,0,H50
,40,,,SuperGraceless,Katrin90,1,2,H50
,40,,,Jackjoab,TheMooche,1,2,H50
,40,,,TheMooche,schipje,2,0,H50
,40,,,schipje,Katrin90,2,1,H50
,40,,,Jackjoab,SuperGraceless,1,3,H50
,40,,,TheMooche,Katrin90,2,2,H50
,40,,,Jackjoab,LaBaguette,1,2,H50
,40,,,SuperGraceless,TheMooche,0,2,H50
,40,,,TheMooche,Katrin90,1,1,H50
,40,,,Katrin90,LaBaguette,0,2,H50
,40,,,Jackjoab,schipje,3.5,2.5,H50
,40,,,TheMooche,SuperGraceless,3,1,H50
,40,,,schipje,Katrin90,1,2,H50
,40,,,Jackjoab,SuperGraceless,0,2,H50
,40,,,SuperGraceless,Katrin90,0,3,H50
,40,,,Jackjoab,LaBaguette,0,3,H50
,40,,,LaBaguette,Katrin90,1,3,H50
,40,,,SuperGraceless,schipje,6,0,H50
,40,,,TheMooche,LaBaguette,2.5,3.5,H50
,40,,,Elviernestocajugar,Cattallia,0,6,H51
,40,,,Lukas567,EmmiPlays2000,5,1,H51
,40,,,Zeej96,Cattallia,1.5,1.5,H51
,40,,,Lukas567,Cattallia,4,2,H51
,40,,,EmmiPlays2000,Elviernestocajugar,4,2,H51
,40,,,Lukas567,pandaface.,5,1,H51
,40,,,Zeej96,Cattallia,2,1,H51
,40,,,Lukas567,Elviernestocajugar,4,2,H51
,40,,,Zeej96,Elviernestocajugar,2,0,H51
,40,,,Zeej96,Elviernestocajugar,2,2,H51
,40,,,Zeej96,EmmiPlays2000,2,3,H51
,40,,,EmmiPlays2000,Cattallia,0,1,H51
,40,,,Lukas567,Zeej96,2,0,H51
,40,,,Zeej96,EmmiPlays2000,1,0,H51
,40,,,Lukas567,Zeej96,2,0,H51
,40,,,Lukas567,Zeej96,1,1,H51
,40,,,Elviernestocajugar,pandaface.,5,1,H51
,40,,,pandaface.,Cattallia,0.5,2.5,H51
,40,,,pandaface.,Cattallia,0,3,H51
,40,,,EmmiPlays2000,Cattallia,0,3,H51
,40,,,EmmiPlays2000,Cattallia,1,1,H51
,40,,,zonnestraal,nomi,1,2,H52
,40,,,seakaygeez,nomi,0,3,H52
,40,,,seakaygeez,zonnestraal,1,5,H52
,40,,,hobitermes,zonnestraal,2,0,H52
,40,,,hobitermes,zonnestraal,2,2,H52
,40,,,proxynick,zonnestraal,2,4,H52
,40,,,nomi,proxynick,4,2,H52
,40,,,zonnestraal,zwiebacke,4,2,H52
,40,,,nomi,hobitermes,2,0,H52
,40,,,zonnestraal,nomi,1,0,H52
,40,,,zonnestraal,nomi,2,0,H52
,40,,,nomi,seakaygeez,2.5,0.5,H52
,40,,,hobitermes,zwiebacke,3.5,2.5,H52
,40,,,zwiebacke,proxynick,2,4,H52
,40,,,seakaygeez,zwiebacke,1,5,H52
,40,,,proxynick,seakaygeez,3.5,2.5,H52
,40,,,hobitermes,seakaygeez,3,0,H52
,40,,,nomi,hobitermes,3,1,H52
,40,,,hobitermes,seakaygeez,1,2,H52
,40,,,nomi,zwiebacke,3,3,H52
,40,,,hobitermes,proxynick,4,2,H52
,40,,,Pyruet,janlasse,1,2,H53
,40,,,CF6,janlasse,1,0,H53
,40,,,Cyber28,CF6,5,1,H53
,40,,,FRIETHEAD,HannaP,5,1,H53
,40,,,CF6,FRIETHEAD,2,4,H53
,40,,,Cyber28,janlasse,1,1,H53
,40,,,Pyruet,HannaP,4,2,H53
,40,,,FRIETHEAD,janlasse,3,3,H53
,40,,,Cyber28,janlasse,0,4,H53
,40,,,CF6,HannaP,3,3,H53
,40,,,CF6,janlasse,2.5,2.5,H53
,40,,,Cyber28,HannaP,6,0,H53
,40,,,Cyber28,Pyruet,3,3,H53
,40,,,janlasse,Pyruet,2,0,H53
,40,,,janlasse,HannaP,2,4,H53
,40,,,CF6,Pyruet,2,4,H53
,40,,,Pyruet,janlasse,1,0,H53
,40,,,-Ali-,Beth,2,0,H54
,40,,,Mythrix,Nomis Retep,6,0,H54
,40,,,Poetje,Warryx,0,6,H54
,40,,,Warryx,Beth,2,0,H54
,40,,,-Ali-,Nomis Retep,6,0,H54
,40,,,Beth,Nomis Retep,3,3,H54
,40,,,Warryx,Nomis Retep,4,2,H54
,40,,,Beth,Warryx,2,0,H54
,40,,,Mythrix,-Ali-,3.5,2.5,H54
,40,,,Beth,Poetje,3,3,H54
,40,,,Poetje,Mythrix,5,1,H54
,40,,,-Ali-,Poetje,4,2,H54
,40,,,Beth,Mythrix,3.5,2.5,H54
,40,,,Mythrix,Warryx,3,3,H54
,40,,,-Ali-,Beth,2,2,H54
,40,,,Warryx,Beth,2,0,H54
,40,,,-Ali-,Warryx,5,1,H54
,40,,,Nomis Retep,Poetje,3.5,2.5,H54
,40,,,Whomanist,tdpf103,2,4,H55
,40,,,fika monster,tdpf103,5,1,H55
,40,,,Whomanist,Burly_Steve,4,2,H55
,40,,,fika monster,Burly_Steve,2.5,3.5,H55
,40,,,fika monster,Whomanist,4,2,H55
,40,,,tdpf103,Burly_Steve,4,2,H55
,40,,,StingrayCommander1,snharrison66,3,3,H56
,40,,,Denise,snharrison66,1,5,H56
,40,,,StingrayCommander1,Denise,4,2,H56
,40,,,StingrayCommander1,missvictoriang,2,1,H56
,40,,,StingrayCommander1,missvictoriang,1.5,1.5,H56
,40,,,jaz92,Denise,1,1,H56
,40,,,jaz92,Denise,1,3,H56
,40,,,StingrayCommander1,GayAndSebastian,2,2,H56
,40,,,Denise,GayAndSebastian,1,2,H56
,40,,,missvictoriang,Denise,3,0,H56
,40,,,missvictoriang,GayAndSebastian,1,1,H56
,40,,,missvictoriang,snharrison66,2,0,H56
,40,,,missvictoriang,GayAndSebastian,2,2,H56
,40,,,GayAndSebastian,Denise,3,0,H56
,40,,,missvictoriang,Denise,3,0,H56
,40,,,missvictoriang,snharrison66,4,0,H56
,40,,,snharrison66,jaz92,1,1,H56
,40,,,missvictoriang,jaz92,2,1,H56
,40,,,StingrayCommander1,GayAndSebastian,2,0,H56
,40,,,snharrison66,jaz92,3,1,H56
,40,,,snharrison66,GayAndSebastian,2,1,H56
,40,,,GayAndSebastian,snharrison66,3,0,H56
,40,,,missvictoriang,jaz92,2.5,0.5,H56
,40,,,GayAndSebastian,jaz92,5,1,H56
,40,,,StingrayCommander1,jaz92,4,2,H56
,40,,,Ireth,kingskid2002,5,1,H57
,40,,,Ireth,Wilkotek,4,2,H57
,40,,,Altar Keane,Wilkotek,2,4,H57
,40,,,Wilkotek,kingskid2002,4,2,H57
,40,,,Altar Keane,doldendude,3,3,H57
,40,,,doldendude,kingskid2002,6,0,H57
,40,,,doldendude,Wilkotek,4,2,H57
,40,,,doldendude,InspiringLeader,5,1,H57
,40,,,InspiringLeader,kingskid2002,4,2,H57
,40,,,Ireth,Altar Keane,4,2,H57
,40,,,Altar Keane,kingskid2002,6,0,H57
,40,,,Ireth,doldendude,1,5,H57
,40,,,Wilkotek,InspiringLeader,5,1,H57
,40,,,Ireth,InspiringLeader,4,0,H57
,40,,,Altar Keane,InspiringLeader,1.5,4.5,H57
,40,,,Ireth,InspiringLeader,1,1,H57
,40,,,JeroenR,FWood,3,1,H58
,40,,,JeroenR,FWood,2,0,H58
,40,,,Marliz3e,Rotte,1,3,H58
,40,,,Marliz3e,Rotte,0,2,H58
,40,,,JeroenR,Rotte,0,1,H58
,40,,,FWood,Betira,4,2,H58
,40,,,JeroenR,Rotte,1,4,H58
,40,,,Domocobra,Betira,5,1,H58
,40,,,Domocobra,Marliz3e,6,0,H58
,40,,,Domocobra,Rotte,1,5,H58
,40,,,Rotte,FWood,2,1,H58
,40,,,JeroenR,Betira,4,2,H58
,40,,,FWood,Rotte,1,0,H58
,40,,,Rotte,Betira,5.5,0.5,H58
,40,,,Marliz3e,Betira,4,2,H58
,40,,,JeroenR,Domocobra,3.5,2.5,H58
,40,,,FWood,Rotte,1,1,H58
,40,,,JeroenR,Marliz3e,5,1,H58
,40,,,Domocobra,FWood,4,2,H58
,40,,,FWood,Marliz3e,2,1,H58
,40,,,FWood,Marliz3e,3,0,H58
,40,,,misakimi,jaywood98,1,5,H59
,40,,,misakimi,grebst,5,1,H59
,40,,,grebst,jaywood98,2.5,3.5,H59
,40,,,misakimi,Cavedweller,4,2,H59
,40,,,Cavedweller,Birgit98,5,1,H59
,40,,,Birgit98,jaywood98,0,6,H59
,40,,,Birgit98,grebst,1,5,H59
,40,,,Cavedweller,jaywood98,0,6,H59
,40,,,misakimi,Birgit98,4,2,H59
,40,,,Cavedweller,grebst,2,2,H59
,40,,,Cavedweller,grebst,1,1,H59
,40,,,Druidas,charlieh92,5,1,H60
,40,,,Druidas,McDuggan33,5,1,H60
,40,,,Druidas,Condu,4,0,H60
,40,,,Druidas,Condu,1,1,H60
,40,,,Hyogaah,Condu,4,2,H60
,40,,,Condu,McDuggan33,4,2,H60
,40,,,Druidas,Jackass,3.5,2.5,H60
,40,,,charlieh92,Jackass,2,1,H60
,40,,,charlieh92,McDuggan33,4,1,H60
,40,,,Jackass,Condu,3,3,H60
,40,,,Druidas,Hyogaah,4,2,H60
,40,,,charlieh92,Jackass,1,0,H60
,40,,,Jackass,McDuggan33,4,0,H60
,40,,,Jackass,McDuggan33,2,0,H60
,40,,,charlieh92,Condu,4,2,H60
,40,,,charlieh92,Jackass,0,2,H60
,40,,,charlieh92,Hyogaah,4,2,H60
,40,,,Hyogaah,Jackass,1,5,H60
,40,,,charlieh92,McDuggan33,1,0,H60
,40,,,Hyogaah,McDuggan33,2,4,H60
,40,,,Donkey-Dude,JanWafel,4,2,H61
,40,,,Donkey-Dude,Dr_Phibes,3,1,H61
,40,,,StavroX,JanWafel,5.5,0.5,H61
