Score,Season,Players,Score,P1,P2,P1 Wins,P2 Wins,Tier
silentstrife - nickchak: 5 - 1,7,silentstrife - nickchak,5 - 1,silentstrife,nickchak,5,1,D
silentstrife - Chris is me: 4 - 2,7,silentstrife - Chris is me,4 - 2,silentstrife,Chris is me,4,2,D
nickchak - Chris is me: 3 - 3,7,nickchak - Chris is me,3 - 3,nickchak,Chris is me,3,3,D
Joseph2302 - Qvist: 2.5 - 3.5,7,Joseph2302 - Qvist,2.5 - 3.5,Joseph2302,Qvist,2.5,3.5,D
Joseph2302 - Rubby: 5 - 1,7,Joseph2302 - Rubby,5 - 1,Joseph2302,Rubby,5,1,D
Joseph2302 - Iguana Iguana: 5 - 1,7,Joseph2302 - Iguana Iguana,5 - 1,Joseph2302,Iguana Iguana,5,1,D
Joseph2302 - Jeb: 4 - 2,7,Joseph2302 - Jeb,4 - 2,Joseph2302,Jeb,4,2,D
Joseph2302 - werothegreat: 4 - 2,7,Joseph2302 - werothegreat,4 - 2,Joseph2302,werothegreat,4,2,D
Qvist - Rubby: 3 - 3,7,Qvist - Rubby,3 - 3,Qvist,Rubby,3,3,D
Qvist - Iguana Iguana: 3 - 3,7,Qvist - Iguana Iguana,3 - 3,Qvist,Iguana Iguana,3,3,D
Qvist - Jeb: 4 - 2,7,Qvist - Jeb,4 - 2,Qvist,Jeb,4,2,D
Qvist - werothegreat: 5 - 1,7,Qvist - werothegreat,5 - 1,Qvist,werothegreat,5,1,D
Rubby - Iguana Iguana: 4 - 2,7,Rubby - Iguana Iguana,4 - 2,Rubby,Iguana Iguana,4,2,D
Rubby - Jeb: 4 - 2,7,Rubby - Jeb,4 - 2,Rubby,Jeb,4,2,D
Rubby - werothegreat: 5.5 - 0.5,7,Rubby - werothegreat,5.5 - 0.5,Rubby,werothegreat,5.5,0.5,D
Iguana Iguana - Jeb: 3 - 3,7,Iguana Iguana - Jeb,3 - 3,Iguana Iguana,Jeb,3,3,D
Iguana Iguana - werothegreat: 4 - 2,7,Iguana Iguana - werothegreat,4 - 2,Iguana Iguana,werothegreat,4,2,D
Jeb - werothegreat: 2 - 4,7,Jeb - werothegreat,2 - 4,Jeb,werothegreat,2,4,D
M0G3L - calimero: 3 - 3,7,M0G3L - calimero,3 - 3,M0G3L,calimero,3,3,D
M0G3L - Sebifreak: 6 - 0,7,M0G3L - Sebifreak,6 - 0,M0G3L,Sebifreak,6,0,D
M0G3L - Egor Kulikov: 3 - 3,7,M0G3L - Egor Kulikov,3 - 3,M0G3L,Egor Kulikov,3,3,D
M0G3L - Micha1980: 5 - 1,7,M0G3L - Micha1980,5 - 1,M0G3L,Micha1980,5,1,D
M0G3L - Malmerung: 4 - 2,7,M0G3L - Malmerung,4 - 2,M0G3L,Malmerung,4,2,D
calimero - Sebifreak: 3 - 3,7,calimero - Sebifreak,3 - 3,calimero,Sebifreak,3,3,D
calimero - Egor Kulikov: 4 - 2,7,calimero - Egor Kulikov,4 - 2,calimero,Egor Kulikov,4,2,D
calimero - Micha1980: 4 - 2,7,calimero - Micha1980,4 - 2,calimero,Micha1980,4,2,D
calimero - Malmerung: 4 - 2,7,calimero - Malmerung,4 - 2,calimero,Malmerung,4,2,D
Sebifreak - Egor Kulikov: 4 - 2,7,Sebifreak - Egor Kulikov,4 - 2,Sebifreak,Egor Kulikov,4,2,D
Sebifreak - Micha1980: 5 - 1,7,Sebifreak - Micha1980,5 - 1,Sebifreak,Micha1980,5,1,D
Sebifreak - Malmerung: 2.5 - 3.5,7,Sebifreak - Malmerung,2.5 - 3.5,Sebifreak,Malmerung,2.5,3.5,D
Egor Kulikov - Micha1980: 2 - 4,7,Egor Kulikov - Micha1980,2 - 4,Egor Kulikov,Micha1980,2,4,D
Egor Kulikov - Malmerung: 4 - 2,7,Egor Kulikov - Malmerung,4 - 2,Egor Kulikov,Malmerung,4,2,D
Micha1980 - Malmerung: 4 - 2,7,Micha1980 - Malmerung,4 - 2,Micha1980,Malmerung,4,2,D
Seprix - swedenman: 5 - 1,7,Seprix - swedenman,5 - 1,Seprix,swedenman,5,1,E
Seprix - jamfamsam: 5 - 1,7,Seprix - jamfamsam,5 - 1,Seprix,jamfamsam,5,1,E
Seprix - goblinprof: 6 - 0,7,Seprix - goblinprof,6 - 0,Seprix,goblinprof,6,0,E
Seprix - EFHW: 3 - 3,7,Seprix - EFHW,3 - 3,Seprix,EFHW,3,3,E
Seprix - bramroop: 3 - 3,7,Seprix - bramroop,3 - 3,Seprix,bramroop,3,3,E
swedenman - jamfamsam: 3 - 3,7,swedenman - jamfamsam,3 - 3,swedenman,jamfamsam,3,3,E
swedenman - goblinprof: 4 - 2,7,swedenman - goblinprof,4 - 2,swedenman,goblinprof,4,2,E
swedenman - EFHW: 6 - 0,7,swedenman - EFHW,6 - 0,swedenman,EFHW,6,0,E
swedenman - bramroop: 5.5 - 0.5,7,swedenman - bramroop,5.5 - 0.5,swedenman,bramroop,5.5,0.5,E
jamfamsam - goblinprof: 4 - 2,7,jamfamsam - goblinprof,4 - 2,jamfamsam,goblinprof,4,2,E
jamfamsam - EFHW: 3 - 3,7,jamfamsam - EFHW,3 - 3,jamfamsam,EFHW,3,3,E
jamfamsam - bramroop: 4 - 2,7,jamfamsam - bramroop,4 - 2,jamfamsam,bramroop,4,2,E
goblinprof - EFHW: 4 - 2,7,goblinprof - EFHW,4 - 2,goblinprof,EFHW,4,2,E
goblinprof - bramroop: 5 - 1,7,goblinprof - bramroop,5 - 1,goblinprof,bramroop,5,1,E
EFHW - bramroop: 3 - 3,7,EFHW - bramroop,3 - 3,EFHW,bramroop,3,3,E
drsteelhammer - No one: 2 - 4,7,drsteelhammer - No one,2 - 4,drsteelhammer,No one,2,4,E
drsteelhammer - noey21: 4 - 2,7,drsteelhammer - noey21,4 - 2,drsteelhammer,noey21,4,2,E
drsteelhammer - trinadianese: 6 - 0,7,drsteelhammer - trinadianese,6 - 0,drsteelhammer,trinadianese,6,0,E
drsteelhammer - kasheefali: 5 - 1,7,drsteelhammer - kasheefali,5 - 1,drsteelhammer,kasheefali,5,1,E
No one - noey21: 4 - 2,7,No one - noey21,4 - 2,No one,noey21,4,2,E
No one - trinadianese: 3.5 - 2.5,7,No one - trinadianese,3.5 - 2.5,No one,trinadianese,3.5,2.5,E
No one - kasheefali: 5 - 1,7,No one - kasheefali,5 - 1,No one,kasheefali,5,1,E
noey21 - trinadianese: 5 - 1,7,noey21 - trinadianese,5 - 1,noey21,trinadianese,5,1,E
noey21 - kasheefali: 5 - 1,7,noey21 - kasheefali,5 - 1,noey21,kasheefali,5,1,E
trinadianese - kasheefali: 3 - 3,7,trinadianese - kasheefali,3 - 3,trinadianese,kasheefali,3,3,E
Mic Qsenoch - SheCantSayNo: 3 - 3,6,Mic Qsenoch - SheCantSayNo,3 - 3,Mic Qsenoch,SheCantSayNo,3,3,A
Mic Qsenoch - DG: 4 - 2,6,Mic Qsenoch - DG,4 - 2,Mic Qsenoch,DG,4,2,A
Mic Qsenoch - Stef: 4 - 2,6,Mic Qsenoch - Stef,4 - 2,Mic Qsenoch,Stef,4,2,A
Mic Qsenoch - Rabid: 4.5 - 1.5,6,Mic Qsenoch - Rabid,4.5 - 1.5,Mic Qsenoch,Rabid,4.5,1.5,A
Mic Qsenoch - Tao Chen: 5 - 1,6,Mic Qsenoch - Tao Chen,5 - 1,Mic Qsenoch,Tao Chen,5,1,A
SheCantSayNo - DG: 5 - 1,6,SheCantSayNo - DG,5 - 1,SheCantSayNo,DG,5,1,A
SheCantSayNo - Stef: 2 - 4,6,SheCantSayNo - Stef,2 - 4,SheCantSayNo,Stef,2,4,A
SheCantSayNo - Rabid: 3 - 3,6,SheCantSayNo - Rabid,3 - 3,SheCantSayNo,Rabid,3,3,A
SheCantSayNo - Tao Chen: 2 - 4,6,SheCantSayNo - Tao Chen,2 - 4,SheCantSayNo,Tao Chen,2,4,A
DG - Stef: 5 - 1,6,DG - Stef,5 - 1,DG,Stef,5,1,A
DG - Rabid: 3 - 3,6,DG - Rabid,3 - 3,DG,Rabid,3,3,A
DG - Tao Chen: 3 - 3,6,DG - Tao Chen,3 - 3,DG,Tao Chen,3,3,A
Stef - Rabid: 3 - 3,6,Stef - Rabid,3 - 3,Stef,Rabid,3,3,A
Stef - Tao Chen: 4 - 2,6,Stef - Tao Chen,4 - 2,Stef,Tao Chen,4,2,A
Rabid - Tao Chen: 3 - 3,6,Rabid - Tao Chen,3 - 3,Rabid,Tao Chen,3,3,A
2.71828..... - kylar: 4 - 2,6,2.71828..... - kylar,4 - 2,2.71828.....,kylar,4,2,B
2.71828..... - liopoil: 3 - 3,6,2.71828..... - liopoil,3 - 3,2.71828.....,liopoil,3,3,B
2.71828..... - Money Spender: 3.5 - 2.5,6,2.71828..... - Money Spender,3.5 - 2.5,2.71828.....,Money Spender,3.5,2.5,B
2.71828..... - mpsprs: 5 - 1,6,2.71828..... - mpsprs,5 - 1,2.71828.....,mpsprs,5,1,B
2.71828..... - Matisyahu: 4 - 2,6,2.71828..... - Matisyahu,4 - 2,2.71828.....,Matisyahu,4,2,B
kylar - liopoil: 5 - 1,6,kylar - liopoil,5 - 1,kylar,liopoil,5,1,B
kylar - Money Spender: 4 - 2,6,kylar - Money Spender,4 - 2,kylar,Money Spender,4,2,B
kylar - mpsprs: 2 - 4,6,kylar - mpsprs,2 - 4,kylar,mpsprs,2,4,B
kylar - Matisyahu: 2 - 4,6,kylar - Matisyahu,2 - 4,kylar,Matisyahu,2,4,B
liopoil - Money Spender: 4 - 2,6,liopoil - Money Spender,4 - 2,liopoil,Money Spender,4,2,B
liopoil - mpsprs: 2 - 4,6,liopoil - mpsprs,2 - 4,liopoil,mpsprs,2,4,B
liopoil - Matisyahu: 5 - 1,6,liopoil - Matisyahu,5 - 1,liopoil,Matisyahu,5,1,B
Money Spender - mpsprs: 4 - 2,6,Money Spender - mpsprs,4 - 2,Money Spender,mpsprs,4,2,B
Money Spender - Matisyahu: 4 - 2,6,Money Spender - Matisyahu,4 - 2,Money Spender,Matisyahu,4,2,B
mpsprs - Matisyahu: 2.5 - 3.5,6,mpsprs - Matisyahu,2.5 - 3.5,mpsprs,Matisyahu,2.5,3.5,B
Monsieur X - Emeric: 3 - 3,6,Monsieur X - Emeric,3 - 3,Monsieur X,Emeric,3,3,B
Monsieur X - Fergesser: 3 - 3,6,Monsieur X - Fergesser,3 - 3,Monsieur X,Fergesser,3,3,B
Monsieur X - dudeabides: 4 - 2,6,Monsieur X - dudeabides,4 - 2,Monsieur X,dudeabides,4,2,B
Monsieur X - Burning Skull: 5 - 1,6,Monsieur X - Burning Skull,5 - 1,Monsieur X,Burning Skull,5,1,B
Monsieur X - HarryPeteur: 4 - 2,6,Monsieur X - HarryPeteur,4 - 2,Monsieur X,HarryPeteur,4,2,B
Emeric - Fergesser: 5 - 1,6,Emeric - Fergesser,5 - 1,Emeric,Fergesser,5,1,B
Emeric - dudeabides: 1 - 5,6,Emeric - dudeabides,1 - 5,Emeric,dudeabides,1,5,B
Emeric - Burning Skull: 4.5 - 1.5,6,Emeric - Burning Skull,4.5 - 1.5,Emeric,Burning Skull,4.5,1.5,B
Emeric - HarryPeteur: 4 - 2,6,Emeric - HarryPeteur,4 - 2,Emeric,HarryPeteur,4,2,B
Fergesser - dudeabides: 4 - 2,6,Fergesser - dudeabides,4 - 2,Fergesser,dudeabides,4,2,B
Fergesser - Burning Skull: 3 - 3,6,Fergesser - Burning Skull,3 - 3,Fergesser,Burning Skull,3,3,B
Fergesser - HarryPeteur: 4 - 2,6,Fergesser - HarryPeteur,4 - 2,Fergesser,HarryPeteur,4,2,B
dudeabides - Burning Skull: 2 - 4,6,dudeabides - Burning Skull,2 - 4,dudeabides,Burning Skull,2,4,B
dudeabides - HarryPeteur: 3 - 3,6,dudeabides - HarryPeteur,3 - 3,dudeabides,HarryPeteur,3,3,B
Burning Skull - HarryPeteur: 4 - 2,6,Burning Skull - HarryPeteur,4 - 2,Burning Skull,HarryPeteur,4,2,B
RedWing - Dunduks: 4 - 2,6,RedWing - Dunduks,4 - 2,RedWing,Dunduks,4,2,C
RedWing - Simon (DK): 3 - 3,6,RedWing - Simon (DK),3 - 3,RedWing,Simon (DK),3,3,C
RedWing - gamesou: 5 - 1,6,RedWing - gamesou,5 - 1,RedWing,gamesou,5,1,C
RedWing - Qvist: 3 - 3,6,RedWing - Qvist,3 - 3,RedWing,Qvist,3,3,C
RedWing - Egor Kulikov: 3 - 3,6,RedWing - Egor Kulikov,3 - 3,RedWing,Egor Kulikov,3,3,C
Dunduks - Simon (DK): 4 - 2,6,Dunduks - Simon (DK),4 - 2,Dunduks,Simon (DK),4,2,C
Dunduks - gamesou: 3 - 3,6,Dunduks - gamesou,3 - 3,Dunduks,gamesou,3,3,C
Dunduks - Qvist: 3 - 3,6,Dunduks - Qvist,3 - 3,Dunduks,Qvist,3,3,C
Dunduks - Egor Kulikov: 5 - 1,6,Dunduks - Egor Kulikov,5 - 1,Dunduks,Egor Kulikov,5,1,C
Simon (DK) - gamesou: 4 - 2,6,Simon (DK) - gamesou,4 - 2,Simon (DK),gamesou,4,2,C
Simon (DK) - Qvist: 3 - 3,6,Simon (DK) - Qvist,3 - 3,Simon (DK),Qvist,3,3,C
Simon (DK) - Egor Kulikov: 4 - 2,6,Simon (DK) - Egor Kulikov,4 - 2,Simon (DK),Egor Kulikov,4,2,C
gamesou - Qvist: 5 - 1,6,gamesou - Qvist,5 - 1,gamesou,Qvist,5,1,C
gamesou - Egor Kulikov: 4 - 2,6,gamesou - Egor Kulikov,4 - 2,gamesou,Egor Kulikov,4,2,C
Qvist - Egor Kulikov: 5 - 1,6,Qvist - Egor Kulikov,5 - 1,Qvist,Egor Kulikov,5,1,C
andwilk - Heisenberg: 4 - 2,6,andwilk - Heisenberg,4 - 2,andwilk,Heisenberg,4,2,C
andwilk - ThaddeusB: 4.5 - 1.5,6,andwilk - ThaddeusB,4.5 - 1.5,andwilk,ThaddeusB,4.5,1.5,C
andwilk - awaclus: 3 - 3,6,andwilk - awaclus,3 - 3,andwilk,awaclus,3,3,C
andwilk - vsiewnar: 4 - 2,6,andwilk - vsiewnar,4 - 2,andwilk,vsiewnar,4,2,C
andwilk - TheExpressicist: 2 - 4,6,andwilk - TheExpressicist,2 - 4,andwilk,TheExpressicist,2,4,C
Heisenberg - ThaddeusB: 4 - 2,6,Heisenberg - ThaddeusB,4 - 2,Heisenberg,ThaddeusB,4,2,C
Heisenberg - awaclus: 4 - 2,6,Heisenberg - awaclus,4 - 2,Heisenberg,awaclus,4,2,C
Heisenberg - vsiewnar: 2 - 4,6,Heisenberg - vsiewnar,2 - 4,Heisenberg,vsiewnar,2,4,C
Heisenberg - TheExpressicist: 5 - 1,6,Heisenberg - TheExpressicist,5 - 1,Heisenberg,TheExpressicist,5,1,C
ThaddeusB - awaclus: 3 - 3,6,ThaddeusB - awaclus,3 - 3,ThaddeusB,awaclus,3,3,C
ThaddeusB - vsiewnar: 4 - 2,6,ThaddeusB - vsiewnar,4 - 2,ThaddeusB,vsiewnar,4,2,C
ThaddeusB - TheExpressicist: 6 - 0,6,ThaddeusB - TheExpressicist,6 - 0,ThaddeusB,TheExpressicist,6,0,C
awaclus - vsiewnar: 3 - 3,6,awaclus - vsiewnar,3 - 3,awaclus,vsiewnar,3,3,C
awaclus - TheExpressicist: 3.5 - 2.5,6,awaclus - TheExpressicist,3.5 - 2.5,awaclus,TheExpressicist,3.5,2.5,C
vsiewnar - TheExpressicist: 2 - 4,6,vsiewnar - TheExpressicist,2 - 4,vsiewnar,TheExpressicist,2,4,C
jaybeez - TailRed: 3 - 3,6,jaybeez - TailRed,3 - 3,jaybeez,TailRed,3,3,C
jaybeez - Hyphen-ated: 2 - 4,6,jaybeez - Hyphen-ated,2 - 4,jaybeez,Hyphen-ated,2,4,C
jaybeez - Beyond Awesome: 4 - 2,6,jaybeez - Beyond Awesome,4 - 2,jaybeez,Beyond Awesome,4,2,C
jaybeez - theright555J: 4 - 2,6,jaybeez - theright555J,4 - 2,jaybeez,theright555J,4,2,C
jaybeez - A Drowned Kernel: 5 - 1,6,jaybeez - A Drowned Kernel,5 - 1,jaybeez,A Drowned Kernel,5,1,C
TailRed - Hyphen-ated: 5 - 1,6,TailRed - Hyphen-ated,5 - 1,TailRed,Hyphen-ated,5,1,C
TailRed - Beyond Awesome: 3 - 3,6,TailRed - Beyond Awesome,3 - 3,TailRed,Beyond Awesome,3,3,C
TailRed - theright555J: 2.5 - 3.5,6,TailRed - theright555J,2.5 - 3.5,TailRed,theright555J,2.5,3.5,C
TailRed - A Drowned Kernel: 4 - 2,6,TailRed - A Drowned Kernel,4 - 2,TailRed,A Drowned Kernel,4,2,C
Hyphen-ated - Beyond Awesome: 3 - 3,6,Hyphen-ated - Beyond Awesome,3 - 3,Hyphen-ated,Beyond Awesome,3,3,C
Hyphen-ated - theright555J: 4 - 2,6,Hyphen-ated - theright555J,4 - 2,Hyphen-ated,theright555J,4,2,C
Hyphen-ated - A Drowned Kernel: 4 - 2,6,Hyphen-ated - A Drowned Kernel,4 - 2,Hyphen-ated,A Drowned Kernel,4,2,C
Beyond Awesome - theright555J: 5 - 1,6,Beyond Awesome - theright555J,5 - 1,Beyond Awesome,theright555J,5,1,C
Beyond Awesome - A Drowned Kernel: 3 - 3,6,Beyond Awesome - A Drowned Kernel,3 - 3,Beyond Awesome,A Drowned Kernel,3,3,C
theright555J - A Drowned Kernel: 3 - 3,6,theright555J - A Drowned Kernel,3 - 3,theright555J,A Drowned Kernel,3,3,C
Jean-Michel - Joseph2302: 5 - 1,6,Jean-Michel - Joseph2302,5 - 1,Jean-Michel,Joseph2302,5,1,D
Jean-Michel - M0G3L: 3 - 3,6,Jean-Michel - M0G3L,3 - 3,Jean-Michel,M0G3L,3,3,D
Jean-Michel - Micha1980: 4 - 2,6,Jean-Michel - Micha1980,4 - 2,Jean-Michel,Micha1980,4,2,D
Jean-Michel - noey21: 3 - 3,6,Jean-Michel - noey21,3 - 3,Jean-Michel,noey21,3,3,D
Joseph2302 - M0G3L: 5 - 1,6,Joseph2302 - M0G3L,5 - 1,Joseph2302,M0G3L,5,1,D
Joseph2302 - Micha1980: 3 - 3,6,Joseph2302 - Micha1980,3 - 3,Joseph2302,Micha1980,3,3,D
Joseph2302 - noey21: 5.5 - 0.5,6,Joseph2302 - noey21,5.5 - 0.5,Joseph2302,noey21,5.5,0.5,D
M0G3L - Micha1980: 3.5 - 2.5,6,M0G3L - Micha1980,3.5 - 2.5,M0G3L,Micha1980,3.5,2.5,D
M0G3L - noey21: 5 - 1,6,M0G3L - noey21,5 - 1,M0G3L,noey21,5,1,D
Micha1980 - noey21: 4 - 2,6,Micha1980 - noey21,4 - 2,Micha1980,noey21,4,2,D
Dingan - ephesos: 4 - 2,6,Dingan - ephesos,4 - 2,Dingan,ephesos,4,2,D
Dingan - ryan.echternacht: 4 - 2,6,Dingan - ryan.echternacht,4 - 2,Dingan,ryan.echternacht,4,2,D
Dingan - Eras: 6 - 0,6,Dingan - Eras,6 - 0,Dingan,Eras,6,0,D
Dingan - Rubby: 4 - 2,6,Dingan - Rubby,4 - 2,Dingan,Rubby,4,2,D
ephesos - ryan.echternacht: 3 - 3,6,ephesos - ryan.echternacht,3 - 3,ephesos,ryan.echternacht,3,3,D
ephesos - Eras: 3 - 3,6,ephesos - Eras,3 - 3,ephesos,Eras,3,3,D
ephesos - Rubby: 5 - 1,6,ephesos - Rubby,5 - 1,ephesos,Rubby,5,1,D
ryan.echternacht - Eras: 3 - 3,6,ryan.echternacht - Eras,3 - 3,ryan.echternacht,Eras,3,3,D
ryan.echternacht - Rubby: 4 - 2,6,ryan.echternacht - Rubby,4 - 2,ryan.echternacht,Rubby,4,2,D
Eras - Rubby: 3 - 3,6,Eras - Rubby,3 - 3,Eras,Rubby,3,3,D
lehmacdj - microman: 3 - 3,6,lehmacdj - microman,3 - 3,lehmacdj,microman,3,3,D
lehmacdj - MtMagus: 4 - 2,6,lehmacdj - MtMagus,4 - 2,lehmacdj,MtMagus,4,2,D
lehmacdj - anmo555: 5 - 1,6,lehmacdj - anmo555,5 - 1,lehmacdj,anmo555,5,1,D
lehmacdj - ChessWhiz: 4.5 - 1.5,6,lehmacdj - ChessWhiz,4.5 - 1.5,lehmacdj,ChessWhiz,4.5,1.5,D
microman - MtMagus: 3 - 3,6,microman - MtMagus,3 - 3,microman,MtMagus,3,3,D
microman - anmo555: 2 - 4,6,microman - anmo555,2 - 4,microman,anmo555,2,4,D
microman - ChessWhiz: 5 - 1,6,microman - ChessWhiz,5 - 1,microman,ChessWhiz,5,1,D
MtMagus - anmo555: 3 - 3,6,MtMagus - anmo555,3 - 3,MtMagus,anmo555,3,3,D
MtMagus - ChessWhiz: 3 - 3,6,MtMagus - ChessWhiz,3 - 3,MtMagus,ChessWhiz,3,3,D
anmo555 - ChessWhiz: 2 - 4,6,anmo555 - ChessWhiz,2 - 4,anmo555,ChessWhiz,2,4,D
silentstrife - fuzzyfrap: 4 - 2,6,silentstrife - fuzzyfrap,4 - 2,silentstrife,fuzzyfrap,4,2,E
silentstrife - EFHW: 4 - 2,6,silentstrife - EFHW,4 - 2,silentstrife,EFHW,4,2,E
silentstrife - Aetheros: 5 - 1,6,silentstrife - Aetheros,5 - 1,silentstrife,Aetheros,5,1,E
silentstrife - bramroop: 3 - 3,6,silentstrife - bramroop,3 - 3,silentstrife,bramroop,3,3,E
silentstrife - trinadianese: 4.5 - 1.5,6,silentstrife - trinadianese,4.5 - 1.5,silentstrife,trinadianese,4.5,1.5,E
fuzzyfrap - EFHW: 2 - 4,6,fuzzyfrap - EFHW,2 - 4,fuzzyfrap,EFHW,2,4,E
fuzzyfrap - Aetheros: 3 - 3,6,fuzzyfrap - Aetheros,3 - 3,fuzzyfrap,Aetheros,3,3,E
fuzzyfrap - bramroop: 5 - 1,6,fuzzyfrap - bramroop,5 - 1,fuzzyfrap,bramroop,5,1,E
fuzzyfrap - trinadianese: 5 - 1,6,fuzzyfrap - trinadianese,5 - 1,fuzzyfrap,trinadianese,5,1,E
EFHW - Aetheros: 3 - 3,6,EFHW - Aetheros,3 - 3,EFHW,Aetheros,3,3,E
EFHW - bramroop: 3 - 3,6,EFHW - bramroop,3 - 3,EFHW,bramroop,3,3,E
EFHW - trinadianese: 3 - 3,6,EFHW - trinadianese,3 - 3,EFHW,trinadianese,3,3,E
Aetheros - bramroop: 3 - 3,6,Aetheros - bramroop,3 - 3,Aetheros,bramroop,3,3,E
Aetheros - trinadianese: 4 - 2,6,Aetheros - trinadianese,4 - 2,Aetheros,trinadianese,4,2,E
bramroop - trinadianese: 3 - 3,6,bramroop - trinadianese,3 - 3,bramroop,trinadianese,3,3,E
pubby - SXTLHGaiden: 2.5 - 3.5,6,pubby - SXTLHGaiden,2.5 - 3.5,pubby,SXTLHGaiden,2.5,3.5,E
pubby - Jeb: 3 - 3,6,pubby - Jeb,3 - 3,pubby,Jeb,3,3,E
pubby - Seprix: 3 - 3,6,pubby - Seprix,3 - 3,pubby,Seprix,3,3,E
pubby - Juice2403: 6 - 0,6,pubby - Juice2403,6 - 0,pubby,Juice2403,6,0,E
pubby - jamfamsam: 6 - 0,6,pubby - jamfamsam,6 - 0,pubby,jamfamsam,6,0,E
SXTLHGaiden - Jeb: 3 - 3,6,SXTLHGaiden - Jeb,3 - 3,SXTLHGaiden,Jeb,3,3,E
SXTLHGaiden - Seprix: 3 - 3,6,SXTLHGaiden - Seprix,3 - 3,SXTLHGaiden,Seprix,3,3,E
SXTLHGaiden - Juice2403: 4 - 2,6,SXTLHGaiden - Juice2403,4 - 2,SXTLHGaiden,Juice2403,4,2,E
SXTLHGaiden - jamfamsam: 5 - 1,6,SXTLHGaiden - jamfamsam,5 - 1,SXTLHGaiden,jamfamsam,5,1,E
Jeb - Seprix: 5.5 - 0.5,6,Jeb - Seprix,5.5 - 0.5,Jeb,Seprix,5.5,0.5,E
Jeb - Juice2403: 2 - 4,6,Jeb - Juice2403,2 - 4,Jeb,Juice2403,2,4,E
Jeb - jamfamsam: 2.5 - 3.5,6,Jeb - jamfamsam,2.5 - 3.5,Jeb,jamfamsam,2.5,3.5,E
Seprix - Juice2403: 3 - 3,6,Seprix - Juice2403,3 - 3,Seprix,Juice2403,3,3,E
Seprix - jamfamsam: 4 - 2,6,Seprix - jamfamsam,4 - 2,Seprix,jamfamsam,4,2,E
Stef - Mic Qsenoch: 3 - 3,5,Stef - Mic Qsenoch,3 - 3,Stef,Mic Qsenoch,3,3,A
Stef - DG: 3 - 3,5,Stef - DG,3 - 3,Stef,DG,3,3,A
Stef - Rabid: 3 - 3,5,Stef - Rabid,3 - 3,Stef,Rabid,3,3,A
Stef - HarryPeteur: 6 - 0,5,Stef - HarryPeteur,6 - 0,Stef,HarryPeteur,6,0,A
Mic Qsenoch - DG: 3 - 3,5,Mic Qsenoch - DG,3 - 3,Mic Qsenoch,DG,3,3,A
Mic Qsenoch - Rabid: 4 - 2,5,Mic Qsenoch - Rabid,4 - 2,Mic Qsenoch,Rabid,4,2,A
Mic Qsenoch - HarryPeteur: 4 - 2,5,Mic Qsenoch - HarryPeteur,4 - 2,Mic Qsenoch,HarryPeteur,4,2,A
DG - Rabid: 3 - 3,5,DG - Rabid,3 - 3,DG,Rabid,3,3,A
DG - HarryPeteur: 3 - 3,5,DG - HarryPeteur,3 - 3,DG,HarryPeteur,3,3,A
Rabid - HarryPeteur: 3.5 - 2.5,5,Rabid - HarryPeteur,3.5 - 2.5,Rabid,HarryPeteur,3.5,2.5,A
SheCantSayNo - Monsieur X: 4 - 2,5,SheCantSayNo - Monsieur X,4 - 2,SheCantSayNo,Monsieur X,4,2,B
SheCantSayNo - florrat: 3 - 3,5,SheCantSayNo - florrat,3 - 3,SheCantSayNo,florrat,3,3,B
SheCantSayNo - Fergesser: 5 - 1,5,SheCantSayNo - Fergesser,5 - 1,SheCantSayNo,Fergesser,5,1,B
SheCantSayNo - Mr Anderson: 5 - 1,5,SheCantSayNo - Mr Anderson,5 - 1,SheCantSayNo,Mr Anderson,5,1,B
SheCantSayNo - QwertZuiop: 5 - 1,5,SheCantSayNo - QwertZuiop,5 - 1,SheCantSayNo,QwertZuiop,5,1,B
Monsieur X - florrat: 4 - 2,5,Monsieur X - florrat,4 - 2,Monsieur X,florrat,4,2,B
Monsieur X - Fergesser: 4 - 2,5,Monsieur X - Fergesser,4 - 2,Monsieur X,Fergesser,4,2,B
Monsieur X - Mr Anderson: 4 - 2,5,Monsieur X - Mr Anderson,4 - 2,Monsieur X,Mr Anderson,4,2,B
Monsieur X - QwertZuiop: 3 - 3,5,Monsieur X - QwertZuiop,3 - 3,Monsieur X,QwertZuiop,3,3,B
florrat - Fergesser: 3 - 3,5,florrat - Fergesser,3 - 3,florrat,Fergesser,3,3,B
florrat - Mr Anderson: 3 - 3,5,florrat - Mr Anderson,3 - 3,florrat,Mr Anderson,3,3,B
florrat - QwertZuiop: 3 - 3,5,florrat - QwertZuiop,3 - 3,florrat,QwertZuiop,3,3,B
Fergesser - Mr Anderson: 3.5 - 2.5,5,Fergesser - Mr Anderson,3.5 - 2.5,Fergesser,Mr Anderson,3.5,2.5,B
Fergesser - QwertZuiop: 3 - 3,5,Fergesser - QwertZuiop,3 - 3,Fergesser,QwertZuiop,3,3,B
Mr Anderson - QwertZuiop: 4 - 2,5,Mr Anderson - QwertZuiop,4 - 2,Mr Anderson,QwertZuiop,4,2,B
Tao Chen - Wandering Winder: 2.5 - 3.5,5,Tao Chen - Wandering Winder,2.5 - 3.5,Tao Chen,Wandering Winder,2.5,3.5,B
Tao Chen - 2.71828...: 2 - 4,5,Tao Chen - 2.71828...,2 - 4,Tao Chen,2.71828...,2,4,B
